1stFlrSF,2ndFlrSF,3SsnPorch,Alley,BedroomAbvGr,BldgType,BsmtCond,BsmtExposure,BsmtFinSF1,BsmtFinSF2,BsmtFinType1,BsmtFinType2,BsmtFullBath,BsmtHalfBath,BsmtQual,BsmtUnfSF,CentralAir,Condition1,Electrical,EnclosedPorch,ExterCond,ExterQual,Exterior1st,Exterior2nd,Fence,FireplaceQu,Fireplaces,Foundation,FullBath,Functional,GarageArea,GarageCars,GarageCond,GarageFinish,GarageQual,GarageType,GarageYrBlt,GrLivArea,HalfBath,HeatingQC,HouseStyle,KitchenAbvGr,KitchenQual,LandContour,LandSlope,LotArea,LotConfig,LotFrontage,LotShape,LowQualFinSF,MSSubClass,MSZoning,MasVnrArea,MasVnrType,MiscFeature,MiscVal,MoSold,Neighborhood,OpenPorchSF,OverallCond,OverallQual,PavedDrive,PoolArea,PoolQC,RoofStyle,SaleCondition,ScreenPorch,TotRmsAbvGrd,TotalBsmtSF,WoodDeckSF,YrSold,Num_Bathrooms,ExtStructSF,HouseSF,YearRemodAgg
1670,0,0,None,3,1Fam,4,3,0.0,0.0,6,6,0.0,0.0,2,1670.0,Y,Norm,4,0,4,2,VinylSd,VinylSd,4,2,1,PConc,2,6,690.0,3.0,5,2,5,Attchd,2006.0,1670,0,0,1Story,1,2,HLS,0,14859,CulDSac,50.0,0,0,20,RL,27.0,BrkFace,None,0,8,Gilbert,60,4,6,2,0,3,Hip,Partial,0,7,1670.0,144,2006,2.0,204,4030.0,2006.0
902,0,0,None,3,1Fam,4,3,599.0,0.0,2,6,0.0,0.0,4,277.0,Y,Norm,4,0,4,3,HdBoard,Wd Sdng,2,3,0,CBlock,1,6,288.0,1.0,5,3,5,Attchd,1967.0,902,0,4,1Story,1,3,Lvl,0,6173,Inside,68.0,0,0,20,RL,75.0,BrkFace,None,0,8,Sawyer,0,5,4,2,0,3,Gable,Normal,0,6,876.0,0,2007,1.0,0,2066.0,1967.0
1063,0,0,None,3,1Fam,4,3,354.0,290.0,5,3,1.0,0.0,4,412.0,Y,Norm,4,164,4,3,HdBoard,HdBoard,2,3,0,CBlock,1,6,280.0,1.0,5,2,5,Attchd,1954.0,1063,0,4,1Story,1,3,Lvl,0,9920,Inside,80.0,3,0,20,RL,110.0,Stone,None,0,2,NAmes,0,4,4,2,0,3,Gable,Normal,0,6,1056.0,0,2010,2.0,164,2399.0,1954.0
1636,0,0,None,3,1Fam,4,3,63.0,0.0,2,6,1.0,0.0,2,1560.0,Y,Norm,4,0,4,2,VinylSd,VinylSd,4,2,1,PConc,2,6,865.0,3.0,5,2,5,Attchd,2006.0,1636,0,0,1Story,1,2,Lvl,0,13501,Corner,116.0,0,0,20,RL,208.0,Stone,None,0,6,Somerst,60,4,7,2,0,3,Gable,Normal,0,8,1623.0,0,2007,3.0,60,4124.0,2006.0
1020,1037,0,None,3,1Fam,4,3,223.0,0.0,5,6,0.0,0.0,2,794.0,Y,Norm,4,0,4,2,BrkFace,BrkFace,4,2,1,CBlock,1,6,180.0,1.0,5,0,1,Attchd,1936.0,2057,1,2,1.5Fin,1,2,Lvl,0,11500,Inside,86.0,0,0,50,RL,0.0,None,None,0,6,Crawfor,0,6,6,2,0,3,Gable,Normal,322,6,1017.0,0,2006,1.5,322,3254.0,1961.5
902,0,0,None,2,1Fam,4,0,301.0,324.0,1,0,1.0,0.0,2,239.0,Y,Norm,4,0,4,3,HdBoard,HdBoard,2,3,0,CBlock,1,6,484.0,2.0,5,3,5,Attchd,1983.0,902,0,4,1Story,1,3,Low,1,8885,Inside,68.0,0,0,20,RL,0.0,None,None,0,6,Mitchel,0,4,4,2,0,3,Gable,Normal,0,5,864.0,164,2006,2.0,164,2250.0,1983.0
742,742,0,None,3,1Fam,4,3,0.0,0.0,6,6,0.0,0.0,2,742.0,Y,Norm,4,0,4,2,VinylSd,VinylSd,4,2,1,PConc,2,6,390.0,2.0,5,0,5,Attchd,2005.0,1484,1,0,2Story,1,2,Lvl,0,12589,Inside,149.0,1,0,60,RL,0.0,None,None,0,6,Gilbert,24,4,5,2,0,3,Gable,Normal,0,8,742.0,36,2009,2.5,60,2616.0,2005.0
1105,1169,0,None,5,Duplex,4,3,443.0,0.0,5,6,0.0,0.0,4,662.0,Y,Feedr,0,0,4,3,MetalSd,MetalSd,4,3,0,CBlock,2,6,480.0,2.0,5,3,5,Detchd,1960.0,2274,0,4,2Story,2,3,Lvl,0,11600,Corner,80.0,3,0,90,RL,361.0,BrkFace,None,0,1,NAmes,0,4,4,2,0,3,Gable,Normal,0,12,1105.0,0,2010,2.0,0,3859.0,1960.0
1268,0,0,None,3,1Fam,1,0,196.0,0.0,0,6,0.0,0.0,2,1072.0,Y,Norm,4,0,4,3,HdBoard,Plywood,4,3,0,CBlock,1,6,252.0,1.0,5,3,5,Detchd,1978.0,1268,1,4,1Story,1,2,Lvl,1,9286,CulDSac,68.0,0,0,20,RL,0.0,None,None,0,10,CollgCr,0,6,4,2,0,3,Gable,Normal,0,5,1268.0,173,2009,1.5,173,2788.0,1983.0
1015,0,0,None,3,1Fam,4,3,489.0,0.0,5,6,0.0,0.0,4,279.0,N,Norm,4,112,4,3,MetalSd,MetalSd,2,3,0,BrkTil,1,2,450.0,1.0,5,3,5,Detchd,1925.0,1015,0,4,1Story,1,3,Lvl,0,6120,Inside,51.0,3,0,30,RM,0.0,None,Shed,620,7,BrkSide,0,6,4,2,0,3,Gable,Abnorml,120,6,768.0,0,2006,1.0,232,2233.0,1937.5
1001,1001,0,None,4,Duplex,4,3,284.0,0.0,1,6,0.0,0.0,4,717.0,N,Norm,0,0,4,3,MetalSd,MetalSd,4,3,0,CBlock,2,6,871.0,3.0,5,3,5,2Types,1949.0,2002,0,4,2Story,2,3,HLS,0,6270,Inside,82.0,3,0,90,RH,0.0,None,None,0,8,Crawfor,0,5,4,2,0,3,Gable,Normal,0,8,1001.0,0,2007,2.0,0,3874.0,1949.5
612,612,0,Pave,2,TwnhsE,4,0,294.0,0.0,2,6,0.0,0.0,2,318.0,Y,Norm,4,0,4,2,VinylSd,VinylSd,4,3,0,PConc,2,6,528.0,2.0,5,2,5,Detchd,2009.0,1224,1,0,2Story,1,2,Lvl,0,3000,Inside,30.0,3,0,160,FV,76.0,Stone,None,0,6,Somerst,234,4,5,2,0,3,Gable,Partial,0,4,612.0,0,2009,2.5,234,2364.0,2009.0
546,546,0,None,3,Twnhs,4,3,0.0,0.0,6,6,0.0,0.0,4,546.0,Y,Norm,4,0,4,3,CemntBd,CmentBd,4,3,0,CBlock,1,6,286.0,1.0,5,3,5,Attchd,1970.0,1092,1,1,2Story,1,3,Lvl,0,2001,Inside,21.0,3,0,160,RM,80.0,BrkFace,None,0,1,MeadowV,0,4,3,2,0,3,Gable,Normal,0,6,546.0,0,2007,1.5,0,1924.0,1970.0
480,0,0,None,1,1Fam,4,0,50.0,0.0,1,6,1.0,0.0,4,430.0,N,Norm,0,0,4,3,AsbShng,AsbShng,4,3,0,CBlock,0,6,308.0,1.0,5,3,5,Detchd,1958.0,480,0,4,1Story,1,3,Lvl,0,9000,Inside,50.0,3,0,20,C (all),0.0,None,None,0,10,IDOTRR,0,2,1,2,0,3,Gable,Abnorml,0,4,480.0,0,2006,1.0,0,1268.0,1949.5
1229,0,0,None,3,1Fam,4,3,1059.0,0.0,0,6,0.0,0.0,4,75.0,Y,Norm,0,0,4,3,VinylSd,VinylSd,4,3,0,CBlock,1,6,284.0,1.0,5,2,5,Attchd,1956.0,1229,0,0,1Story,1,3,Lvl,0,17140,Inside,68.0,3,0,20,RL,0.0,None,None,0,4,Edwards,0,5,3,2,0,3,Gable,Normal,0,6,1134.0,0,2009,1.0,0,2647.0,1956.0
912,1215,0,None,4,1Fam,4,2,48.0,634.0,1,2,1.0,0.0,0,422.0,Y,Norm,4,224,4,2,HdBoard,HdBoard,0,5,1,PConc,2,6,833.0,3.0,5,2,5,Attchd,1991.0,2127,1,0,2Story,1,2,Lvl,0,13125,Corner,103.0,0,0,60,RL,0.0,None,None,0,11,SawyerW,192,4,6,2,0,3,Gable,Normal,0,8,1104.0,72,2007,3.5,488,4064.0,1991.0
1414,0,0,None,3,1Fam,4,3,528.0,411.0,0,1,1.0,0.0,2,245.0,Y,Norm,4,0,4,0,MetalSd,MetalSd,4,5,1,CBlock,1,2,601.0,2.0,5,3,5,Attchd,1990.0,1414,0,0,1Story,1,3,Lvl,0,11029,Corner,87.0,0,0,20,RL,0.0,None,None,0,5,NAmes,51,7,5,2,0,3,Hip,Normal,190,6,1184.0,0,2008,2.0,241,3199.0,1980.0
936,785,0,None,3,1Fam,1,3,814.0,0.0,2,6,0.0,1.0,2,114.0,Y,Norm,4,0,2,2,HdBoard,HdBoard,4,3,0,PConc,2,6,471.0,2.0,5,2,5,Attchd,1994.0,1721,1,0,2Story,1,2,Lvl,0,8462,Inside,70.0,0,0,60,RL,105.0,BrkFace,None,0,7,SawyerW,87,4,5,2,0,3,Gable,Normal,0,7,928.0,300,2007,3.0,387,3120.0,1994.0
1272,928,0,None,4,Duplex,4,3,1084.0,0.0,0,6,2.0,0.0,4,188.0,Y,Feedr,4,0,4,3,MetalSd,MetalSd,0,3,0,CBlock,2,6,0.0,0.0,3,1,3,None,0.0,2200,2,2,1.5Fin,2,3,Lvl,0,8777,Inside,67.0,3,0,90,RL,0.0,None,None,0,9,Edwards,70,6,4,0,0,3,Gable,Normal,0,9,1272.0,0,2008,5.0,70,3472.0,1951.5
1316,0,23,None,3,1Fam,4,3,28.0,0.0,2,6,0.0,0.0,2,1288.0,Y,RRAn,4,0,4,2,VinylSd,VinylSd,4,2,1,PConc,2,6,397.0,2.0,5,0,5,Attchd,2005.0,1316,0,0,1Story,1,2,Lvl,0,10237,Inside,65.0,3,0,20,RL,0.0,None,None,0,10,Gilbert,0,4,5,2,0,3,Gable,Partial,0,6,1316.0,100,2006,2.0,123,3029.0,2005.5
1617,0,0,None,2,TwnhsE,4,3,165.0,841.0,3,2,1.0,0.0,2,598.0,Y,Norm,4,0,4,2,Plywood,Plywood,4,1,1,PConc,2,6,533.0,2.0,5,2,5,Attchd,1993.0,1617,0,0,1Story,1,2,Lvl,0,8012,Inside,50.0,3,0,120,RL,0.0,None,None,0,7,SawyerW,69,4,5,2,0,3,Gable,Normal,0,5,1604.0,0,2008,3.0,69,3754.0,1993.5
1686,0,0,None,3,1Fam,4,3,625.0,1061.0,1,3,1.0,0.0,2,0.0,Y,Norm,4,0,2,3,Plywood,Plywood,4,5,1,CBlock,2,6,612.0,2.0,5,3,5,Attchd,1980.0,1686,0,4,1Story,1,3,Lvl,0,10240,Inside,79.0,3,0,20,RL,157.0,BrkFace,None,0,5,NWAmes,131,5,5,2,0,3,Gable,Normal,0,7,1686.0,384,2006,3.0,515,3984.0,1980.0
1126,0,0,None,3,1Fam,4,0,767.0,93.0,0,3,0.0,1.0,2,266.0,Y,Norm,4,0,4,3,VinylSd,VinylSd,4,3,0,PConc,2,6,540.0,2.0,5,2,5,Attchd,1977.0,1126,0,4,1Story,1,0,Lvl,0,15611,Corner,68.0,0,0,20,RL,0.0,None,None,0,3,NWAmes,0,5,4,2,0,3,Gable,Abnorml,0,6,1126.0,180,2008,2.5,180,2792.0,1977.0
1234,1140,0,None,4,1Fam,4,3,0.0,0.0,6,6,0.0,0.0,2,1181.0,Y,Norm,4,0,4,2,VinylSd,VinylSd,4,2,1,PConc,2,6,656.0,3.0,5,0,5,BuiltIn,2003.0,2374,1,0,2Story,1,0,Lvl,0,11999,Inside,93.0,3,0,60,RL,340.0,BrkFace,None,0,5,NridgHt,100,4,7,2,0,3,Hip,Normal,0,10,1181.0,104,2007,2.5,204,4211.0,2003.5
1098,880,0,None,4,1Fam,4,3,552.0,0.0,1,6,0.0,0.0,4,280.0,Y,Feedr,4,0,4,3,MetalSd,MetalSd,0,2,1,CBlock,2,6,486.0,2.0,5,2,5,Attchd,1968.0,1978,1,2,2Story,1,3,Lvl,0,9900,Inside,68.0,3,0,60,RL,342.0,BrkFace,None,0,4,NWAmes,43,4,6,2,0,3,Gable,Normal,0,9,832.0,0,2008,2.5,43,3296.0,1968.0
1788,0,0,None,3,1Fam,4,0,0.0,0.0,6,6,0.0,0.0,2,1753.0,Y,Norm,4,0,4,2,VinylSd,VinylSd,4,5,1,PConc,2,6,522.0,2.0,5,2,5,Attchd,2001.0,1788,0,0,1Story,1,0,Lvl,0,11838,Inside,68.0,3,0,20,RL,0.0,None,None,0,6,CollgCr,151,4,7,2,0,3,Hip,Normal,0,7,1753.0,202,2009,2.0,353,4063.0,2001.0
993,1243,0,None,4,1Fam,4,3,0.0,0.0,6,6,0.0,0.0,2,964.0,Y,Norm,4,0,4,3,HdBoard,HdBoard,4,5,1,PConc,2,6,642.0,2.0,5,0,5,BuiltIn,1997.0,2236,1,2,2Story,1,2,Lvl,0,13006,Corner,68.0,0,0,60,RL,285.0,BrkFace,None,0,11,Gilbert,0,4,6,2,0,3,Gable,Normal,0,8,964.0,0,2006,2.5,0,3842.0,1997.0
1466,0,0,None,3,1Fam,4,0,16.0,0.0,2,6,0.0,0.0,2,1450.0,Y,Norm,4,0,4,2,VinylSd,VinylSd,4,3,0,PConc,2,6,610.0,3.0,5,0,5,Attchd,2007.0,1466,0,0,1Story,1,2,HLS,0,8925,Inside,73.0,0,0,20,RL,0.0,None,None,0,7,Timber,18,4,7,2,0,3,Gable,Normal,0,7,1466.0,100,2009,2.0,118,3542.0,2007.0
925,0,0,None,2,1Fam,4,3,338.0,466.0,1,5,0.0,1.0,4,121.0,Y,Norm,4,0,4,3,VinylSd,VinylSd,1,3,0,CBlock,1,6,429.0,1.0,5,3,5,Detchd,1965.0,925,0,0,1Story,1,3,Lvl,0,9100,Inside,70.0,3,0,20,RL,0.0,None,None,0,7,NAmes,0,5,4,2,0,3,Gable,Normal,0,5,925.0,0,2009,1.5,0,2279.0,1965.0
1905,0,0,None,3,1Fam,1,3,0.0,0.0,6,6,0.0,0.0,0,1905.0,Y,RRNn,4,0,4,0,VinylSd,ImStucc,4,2,1,PConc,2,6,788.0,3.0,5,0,5,Attchd,2006.0,1905,0,0,1Story,1,0,Lvl,0,11670,Corner,84.0,0,0,20,RL,302.0,Stone,None,0,3,Somerst,191,4,8,2,0,3,Hip,Normal,0,8,1905.0,0,2007,2.0,191,4598.0,2006.0
1500,0,0,None,3,1Fam,4,0,20.0,0.0,2,6,0.0,0.0,2,1480.0,Y,Norm,4,0,4,2,VinylSd,VinylSd,4,3,0,PConc,2,6,570.0,2.0,5,2,5,Attchd,2004.0,1500,0,0,1Story,1,2,Lvl,0,8487,FR2,63.0,3,0,20,RL,210.0,BrkFace,None,0,8,CollgCr,36,4,6,2,0,3,Gable,Normal,0,6,1500.0,192,2009,2.0,228,3570.0,2004.0
2069,0,0,None,4,1Fam,4,1,425.0,0.0,2,6,1.0,0.0,2,160.0,Y,PosA,4,0,4,3,Wd Sdng,Wd Sdng,4,2,1,CBlock,2,6,505.0,2.0,5,2,5,Attchd,1960.0,2069,0,0,1Story,1,2,HLS,1,27650,Inside,313.0,1,0,20,RL,0.0,None,None,0,11,NAmes,0,6,6,2,0,3,Flat,Normal,0,9,585.0,0,2008,3.0,0,3159.0,1983.5
747,0,0,None,1,1Fam,4,2,0.0,0.0,6,6,0.0,0.0,1,600.0,Y,Norm,4,32,2,3,MetalSd,MetalSd,4,3,0,PConc,1,6,528.0,2.0,5,3,5,Detchd,1953.0,747,0,2,1Story,1,3,Lvl,0,5825,Inside,52.0,0,0,30,RL,108.0,BrkFace,None,0,6,BrkSide,0,4,3,2,0,3,Gable,Normal,0,5,600.0,0,2006,1.0,32,1875.0,1939.5
1200,0,0,None,2,1Fam,4,3,833.0,0.0,2,6,1.0,0.0,2,343.0,Y,Norm,4,0,4,2,VinylSd,VinylSd,4,3,0,PConc,2,6,555.0,2.0,5,2,5,Attchd,2003.0,1200,0,0,1Story,1,2,Lvl,0,10083,Inside,67.0,3,0,20,RL,0.0,None,None,0,8,SawyerW,41,4,6,2,0,3,Gable,Normal,0,5,1176.0,0,2009,3.0,41,2931.0,2003.0
1113,858,0,None,3,1Fam,4,2,341.0,0.0,2,6,0.0,0.0,2,772.0,Y,Norm,4,0,4,2,VinylSd,VinylSd,4,2,1,PConc,2,6,689.0,2.0,5,2,5,Attchd,2005.0,1971,1,0,2Story,1,2,Lvl,0,9675,Inside,75.0,3,0,60,RL,0.0,None,None,0,2,Somerst,48,4,6,2,0,3,Gable,Normal,0,8,1113.0,0,2009,2.5,48,3773.0,2005.0
1391,571,0,None,3,1Fam,1,2,464.0,0.0,2,6,0.0,0.0,2,927.0,Y,Norm,4,0,4,2,VinylSd,VinylSd,4,3,0,PConc,2,6,868.0,3.0,5,2,5,Attchd,2006.0,1962,1,0,2Story,1,2,Lvl,0,8760,Inside,73.0,3,0,60,RL,0.0,None,None,0,8,CollgCr,90,4,6,2,0,3,Gable,Partial,0,7,1391.0,0,2006,2.5,90,4221.0,2006.0
1207,1196,0,None,4,1Fam,4,2,0.0,0.0,6,6,0.0,0.0,4,1032.0,Y,Norm,4,318,2,3,MetalSd,MetalSd,4,5,2,CBlock,2,6,349.0,1.0,5,3,5,Attchd,1940.0,2403,0,0,2Story,1,3,Lvl,0,24090,Inside,68.0,3,0,70,RL,0.0,None,None,0,6,ClearCr,0,6,6,2,0,3,Gable,Normal,0,10,1032.0,56,2010,2.0,374,3784.0,1945.0
1728,0,0,None,4,Duplex,4,1,936.0,396.0,5,3,0.0,0.0,4,396.0,Y,Norm,4,0,4,3,Plywood,Plywood,4,3,0,CBlock,2,6,574.0,2.0,5,3,5,Attchd,1976.0,1728,0,4,1Story,2,3,Lvl,0,12640,Inside,55.0,0,0,90,RL,0.0,None,None,0,7,Mitchel,0,4,5,2,0,3,Gable,Normal,0,8,1728.0,40,2006,2.0,40,4030.0,1976.0
1022,1038,168,None,3,1Fam,4,3,772.0,0.0,0,6,1.0,0.0,2,220.0,Y,RRNn,4,0,4,2,VinylSd,VinylSd,0,5,1,PConc,2,6,390.0,2.0,5,2,5,BuiltIn,1999.0,2060,1,0,2Story,1,2,Lvl,0,8755,FR2,68.0,0,0,60,RL,298.0,BrkFace,None,0,6,Gilbert,0,4,6,2,0,3,Gable,Normal,0,8,992.0,0,2009,3.5,168,3442.0,1999.0
1440,0,0,None,4,Duplex,4,1,1440.0,0.0,2,6,2.0,0.0,2,0.0,Y,Norm,4,0,4,3,MetalSd,MetalSd,4,3,0,PConc,2,6,0.0,0.0,3,1,3,None,0.0,1440,0,4,1Story,2,3,Lvl,0,7711,Inside,42.0,0,0,90,RL,0.0,None,None,0,8,Edwards,0,2,3,0,0,3,Gable,Abnorml,0,8,1440.0,321,2007,4.0,321,2880.0,1977.0
1632,0,0,None,4,Duplex,4,0,0.0,0.0,6,6,0.0,0.0,4,1632.0,Y,Norm,4,0,4,3,HdBoard,Plywood,4,3,0,CBlock,2,6,576.0,2.0,5,3,5,Attchd,1967.0,1632,0,4,1Story,2,3,Low,0,25000,Inside,100.0,3,0,90,RL,0.0,None,None,0,6,Mitchel,0,3,4,1,0,3,Gable,Normal,0,8,1632.0,0,2007,2.0,0,3840.0,1967.0
1344,0,0,None,3,1Fam,4,3,111.0,354.0,2,5,0.0,1.0,4,354.0,Y,Norm,0,0,4,3,HdBoard,HdBoard,4,2,1,CBlock,1,6,525.0,2.0,5,2,5,Basment,1958.0,1344,0,2,SLvl,1,2,Lvl,0,14375,CulDSac,68.0,0,0,20,RL,541.0,BrkFace,None,0,1,Timber,118,5,5,2,0,3,Gable,Abnorml,233,7,819.0,0,2009,1.5,351,2688.0,1958.0
1188,561,0,None,2,1Fam,4,3,1088.0,0.0,3,6,0.0,0.0,4,0.0,Y,Norm,4,244,4,3,VinylSd,VinylSd,3,3,0,BrkTil,1,6,456.0,2.0,5,3,5,Detchd,1963.0,1869,0,4,1.5Fin,1,3,Lvl,0,8820,Corner,98.0,3,120,50,RM,0.0,None,None,0,9,OldTown,0,5,4,2,0,3,Hip,Normal,0,7,1088.0,48,2009,1.0,292,3413.0,1943.0
1144,0,0,None,3,1Fam,4,0,748.0,294.0,0,1,1.0,0.0,4,102.0,Y,Norm,4,0,2,3,HdBoard,HdBoard,4,5,1,CBlock,1,6,796.0,1.0,5,2,5,Attchd,1959.0,1144,0,4,SLvl,1,3,Lvl,0,8163,Inside,70.0,3,0,80,RL,128.0,BrkFace,None,0,3,NAmes,0,5,4,2,0,3,Gable,Normal,0,6,1144.0,86,2006,2.0,86,3084.0,1959.0
1629,0,0,None,3,1Fam,4,0,1300.0,0.0,2,6,1.0,0.0,2,316.0,Y,Norm,4,0,4,2,VinylSd,VinylSd,4,2,1,PConc,2,6,808.0,3.0,5,0,5,Attchd,2002.0,1629,0,0,1Story,1,2,Lvl,0,14536,Inside,85.0,3,0,20,RL,236.0,BrkFace,None,0,11,Timber,252,4,7,2,0,3,Hip,Normal,0,9,1616.0,0,2007,3.0,252,4053.0,2002.5
936,840,0,None,3,1Fam,4,4,0.0,0.0,6,6,0.0,0.0,2,936.0,Y,Norm,4,0,4,2,VinylSd,VinylSd,4,5,1,PConc,2,6,474.0,2.0,5,2,5,Attchd,2002.0,1776,1,0,2Story,1,2,Lvl,0,14006,Inside,65.0,0,0,60,RL,144.0,BrkFace,None,0,2,CollgCr,96,4,6,2,0,3,Gable,Normal,0,7,936.0,144,2006,2.5,240,3186.0,2002.0
1381,0,0,None,3,1Fam,4,3,982.0,0.0,0,6,1.0,0.0,4,179.0,Y,Norm,4,0,4,3,Plywood,Plywood,4,5,1,CBlock,1,6,676.0,2.0,5,2,5,Attchd,1972.0,1381,1,4,1Story,1,2,Lvl,0,9360,Inside,78.0,3,0,20,RL,0.0,None,None,0,3,NWAmes,0,6,5,2,0,3,Hip,Normal,0,5,1161.0,0,2010,2.5,0,3218.0,1989.0
864,0,0,None,3,1Fam,4,3,398.0,149.0,0,1,1.0,0.0,4,317.0,Y,Norm,4,0,4,3,VinylSd,VinylSd,4,3,0,CBlock,1,6,720.0,2.0,5,2,5,Detchd,1980.0,864,0,2,1Story,1,2,Lvl,0,7200,Inside,60.0,3,0,20,RL,0.0,None,None,0,7,NAmes,0,7,4,2,0,3,Gable,Normal,0,5,864.0,194,2007,2.0,194,2448.0,1976.0
965,0,0,None,3,1Fam,4,3,641.0,0.0,1,6,1.0,0.0,4,187.0,Y,Norm,4,0,4,3,VinylSd,VinylSd,2,3,0,CBlock,1,6,300.0,1.0,5,3,5,Detchd,1979.0,965,0,2,1Story,1,3,Lvl,0,7800,Corner,60.0,3,0,20,RH,0.0,None,None,0,7,SawyerW,0,4,4,2,0,3,Gable,Abnorml,0,6,828.0,421,2006,2.0,421,2093.0,1965.0
768,0,0,None,2,1Fam,4,0,660.0,0.0,2,6,0.0,1.0,2,108.0,Y,Norm,4,0,2,3,WdShing,HdBoard,2,3,0,CBlock,1,6,396.0,1.0,5,0,5,Detchd,1974.0,768,0,2,SFoyer,1,3,Lvl,0,7200,Inside,60.0,3,0,85,RL,0.0,None,None,0,4,CollgCr,0,7,4,2,0,3,Gable,Normal,0,5,768.0,192,2009,1.5,192,1932.0,1987.5
1168,800,0,None,4,1Fam,4,0,562.0,193.0,0,3,0.0,1.0,4,29.0,Y,Norm,4,0,4,3,HdBoard,HdBoard,2,4,1,CBlock,2,3,530.0,2.0,5,2,5,Attchd,1969.0,1968,1,0,2Story,1,3,Lvl,1,11075,Inside,68.0,0,0,60,RL,232.0,BrkFace,Shed,400,9,Mitchel,189,3,4,2,0,3,Gable,Normal,0,7,784.0,305,2008,3.0,494,3282.0,1969.0
980,0,0,None,4,Duplex,1,1,945.0,0.0,2,6,0.0,2.0,2,0.0,Y,Norm,4,0,4,3,WdShing,Plywood,4,3,0,CBlock,2,6,0.0,0.0,3,1,3,None,0.0,980,0,4,SFoyer,0,3,Lvl,0,9400,CulDSac,35.0,0,0,90,RL,250.0,BrkFace,None,0,10,Edwards,0,4,5,2,0,3,Flat,AdjLand,0,4,945.0,0,2006,3.0,0,1925.0,1975.0
979,979,0,None,4,Duplex,4,3,484.0,0.0,5,6,0.0,0.0,2,495.0,N,Norm,1,0,4,3,MetalSd,MetalSd,4,3,0,CBlock,2,6,492.0,2.0,5,3,5,Attchd,1946.0,1958,0,4,2Story,2,3,HLS,0,7136,Inside,82.0,0,0,90,RH,423.0,BrkFace,None,0,8,Crawfor,0,5,5,2,0,3,Gable,Normal,0,8,979.0,0,2007,2.0,0,3429.0,1948.0
561,668,0,None,2,TwnhsE,4,3,285.0,0.0,0,6,0.0,0.0,2,276.0,Y,Norm,4,0,4,3,MetalSd,MetalSd,0,5,1,CBlock,1,6,462.0,2.0,5,0,5,Attchd,1980.0,1229,1,4,2Story,1,3,Lvl,0,1300,Inside,24.0,3,0,160,RM,0.0,None,None,0,5,Blueste,0,5,5,2,0,3,Gable,Normal,0,5,561.0,150,2009,1.5,150,2252.0,1980.0
1057,0,0,None,3,1Fam,4,3,417.0,0.0,5,6,0.0,0.0,4,640.0,Y,Norm,4,0,4,3,MetalSd,MetalSd,4,3,0,CBlock,1,6,576.0,2.0,5,0,5,Detchd,1977.0,1057,0,4,1Story,1,3,Lvl,0,7420,Inside,70.0,3,0,20,RL,0.0,None,None,0,4,Sawyer,0,4,4,2,0,3,Hip,Normal,0,6,1057.0,0,2007,1.0,0,2690.0,1962.0
1337,0,0,None,3,1Fam,4,2,699.0,0.0,2,6,1.0,0.0,2,638.0,Y,Norm,4,0,4,2,VinylSd,VinylSd,4,3,0,PConc,2,6,531.0,2.0,5,2,5,Attchd,2003.0,1337,0,0,1Story,1,2,Lvl,0,8450,Inside,65.0,3,0,20,RL,0.0,None,None,0,10,CollgCr,39,4,6,2,0,3,Gable,Normal,0,6,1337.0,0,2007,3.0,39,3205.0,2003.0
696,720,0,None,3,Twnhs,4,3,604.0,0.0,0,6,1.0,0.0,2,92.0,Y,Norm,4,0,4,2,MetalSd,MetalSd,4,3,0,PConc,2,6,484.0,2.0,5,3,5,Detchd,1999.0,1416,1,0,2Story,1,2,Lvl,0,2572,FR2,24.0,3,0,160,FV,0.0,None,None,0,5,Somerst,44,4,6,2,0,3,Hip,Normal,0,6,696.0,0,2010,3.5,44,2596.0,1999.0
858,0,0,None,2,1Fam,4,1,696.0,0.0,1,6,1.0,0.0,4,162.0,Y,Norm,4,0,2,3,Wd Sdng,Plywood,4,3,0,CBlock,1,6,0.0,0.0,3,1,3,None,0.0,858,0,2,1Story,1,3,Lvl,0,7207,Inside,50.0,0,0,20,RL,0.0,None,None,0,2,BrkSide,0,6,4,2,0,3,Gable,Normal,0,4,858.0,117,2010,2.0,117,1716.0,1983.0
1542,1330,0,None,4,1Fam,1,3,896.0,0.0,0,6,1.0,0.0,2,434.0,Y,PosN,4,0,2,3,HdBoard,HdBoard,4,5,1,CBlock,2,6,619.0,2.0,5,0,5,Attchd,1977.0,2872,1,4,2Story,1,3,Lvl,0,12227,Corner,68.0,0,0,60,RL,424.0,BrkFace,None,0,7,NWAmes,282,6,5,2,0,3,Gable,Normal,0,11,1330.0,550,2008,3.5,832,4821.0,1986.0
804,744,0,None,3,TwnhsE,4,3,556.0,0.0,0,6,1.0,0.0,2,248.0,Y,Norm,4,0,4,3,Plywood,Brk Cmn,4,5,1,CBlock,2,6,440.0,2.0,5,3,5,Detchd,1976.0,1548,1,4,2Story,1,2,Lvl,0,2308,Corner,24.0,3,0,160,RL,0.0,None,None,0,7,NPkVill,0,5,5,2,0,3,Gable,Normal,0,7,804.0,48,2007,3.5,48,2792.0,1976.0
