1stFlrSF,2ndFlrSF,3SsnPorch,BedroomAbvGr,BsmtCond,BsmtExposure,BsmtFinSF1,BsmtFinSF2,BsmtFinType1,BsmtFinType2,BsmtFullBath,BsmtHalfBath,BsmtQual,BsmtUnfSF,Electrical,EnclosedPorch,ExterCond,ExterQual,Fence,FireplaceQu,Fireplaces,FullBath,Functional,GarageArea,GarageCars,GarageCond,GarageFinish,GarageQual,GarageYrBlt,GrLivArea,HalfBath,HeatingQC,KitchenAbvGr,KitchenQual,LandSlope,LotArea,LotFrontage,LotShape,LowQualFinSF,MSSubClass,MasVnrArea,MiscVal,MoSold,OpenPorchSF,OverallCond,OverallQual,PavedDrive,PoolArea,PoolQC,ScreenPorch,TotRmsAbvGrd,TotalBsmtSF,WoodDeckSF,YrSold,Num_Bathrooms,ExtStructSF,HouseSF,YearRemodAgg,Alley_Grvl,Alley_None,Alley_Pave,BldgType_1Fam,BldgType_2fmCon,BldgType_Duplex,BldgType_Twnhs,BldgType_TwnhsE,CentralAir_N,CentralAir_Y,Condition1_Artery,Condition1_Feedr,Condition1_Norm,Condition1_PosA,Condition1_PosN,Condition1_RRAe,Condition1_RRAn,Condition1_RRNe,Condition1_RRNn,Exterior1st_AsbShng,Exterior1st_AsphShn,Exterior1st_BrkComm,Exterior1st_BrkFace,Exterior1st_CBlock,Exterior1st_CemntBd,Exterior1st_HdBoard,Exterior1st_ImStucc,Exterior1st_MetalSd,Exterior1st_Plywood,Exterior1st_Stone,Exterior1st_Stucco,Exterior1st_VinylSd,Exterior1st_Wd Sdng,Exterior1st_WdShing,Exterior2nd_AsbShng,Exterior2nd_AsphShn,Exterior2nd_Brk Cmn,Exterior2nd_BrkFace,Exterior2nd_CBlock,Exterior2nd_CmentBd,Exterior2nd_HdBoard,Exterior2nd_ImStucc,Exterior2nd_MetalSd,Exterior2nd_Other,Exterior2nd_Plywood,Exterior2nd_Stone,Exterior2nd_Stucco,Exterior2nd_VinylSd,Exterior2nd_Wd Sdng,Exterior2nd_Wd Shng,Foundation_BrkTil,Foundation_CBlock,Foundation_PConc,Foundation_Slab,Foundation_Stone,Foundation_Wood,GarageType_2Types,GarageType_Attchd,GarageType_Basment,GarageType_BuiltIn,GarageType_CarPort,GarageType_Detchd,GarageType_None,HouseStyle_1.5Fin,HouseStyle_1.5Unf,HouseStyle_1Story,HouseStyle_2.5Fin,HouseStyle_2.5Unf,HouseStyle_2Story,HouseStyle_SFoyer,HouseStyle_SLvl,LandContour_Bnk,LandContour_HLS,LandContour_Low,LandContour_Lvl,LotConfig_Corner,LotConfig_CulDSac,LotConfig_FR2,LotConfig_FR3,LotConfig_Inside,MSZoning_C (all),MSZoning_FV,MSZoning_RH,MSZoning_RL,MSZoning_RM,MasVnrType_BrkCmn,MasVnrType_BrkFace,MasVnrType_None,MasVnrType_Stone,MiscFeature_Gar2,MiscFeature_None,MiscFeature_Othr,MiscFeature_Shed,MiscFeature_TenC,Neighborhood_Blmngtn,Neighborhood_Blueste,Neighborhood_BrDale,Neighborhood_BrkSide,Neighborhood_ClearCr,Neighborhood_CollgCr,Neighborhood_Crawfor,Neighborhood_Edwards,Neighborhood_Gilbert,Neighborhood_IDOTRR,Neighborhood_MeadowV,Neighborhood_Mitchel,Neighborhood_NAmes,Neighborhood_NPkVill,Neighborhood_NWAmes,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_OldTown,Neighborhood_SWISU,Neighborhood_Sawyer,Neighborhood_SawyerW,Neighborhood_Somerst,Neighborhood_StoneBr,Neighborhood_Timber,Neighborhood_Veenker,RoofStyle_Flat,RoofStyle_Gable,RoofStyle_Gambrel,RoofStyle_Hip,RoofStyle_Mansard,RoofStyle_Shed,SaleCondition_Abnorml,SaleCondition_AdjLand,SaleCondition_Alloca,SaleCondition_Family,SaleCondition_Normal,SaleCondition_Partial
1056,0,0,3,4,3,480.0,468.0,1,3,0.0,1.0,4,108.0,4,0,4,3,4,3,0,1,6,260.0,1.0,5,3,5,1954.0,1056,0,4,1,3,0,9250,80.0,3,0,20,0.0,0,7,0,6,4,2,0,3,0,6,1056.0,390,2007,1.5,390,2372.0,1979.5,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1056,0,0,0,4,3,1056.0,0.0,2,6,2.0,0.0,4,0.0,4,0,4,3,0,3,0,0,6,576.0,2.0,5,3,5,1980.0,1056,0,2,2,3,0,6979,64.0,3,0,90,0.0,600,6,56,4,5,2,0,3,0,4,1056.0,264,2010,2.0,320,2688.0,1980.0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1440,1440,0,8,0,3,256.0,0.0,3,6,0.0,0.0,4,1184.0,0,0,4,1,4,3,0,2,6,0.0,0.0,3,1,3,0.0,3395,0,0,2,1,0,10896,60.0,3,515,190,0.0,0,3,110,6,5,0,0,3,0,14,1440.0,0,2007,2.0,110,4835.0,1954.5,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
800,0,0,1,0,3,0.0,0.0,6,6,0.0,0.0,4,264.0,0,0,1,1,4,4,1,1,0,0.0,0.0,3,1,3,0.0,800,0,1,1,1,0,6120,51.0,3,0,30,0.0,0,1,0,2,1,0,0,3,0,4,264.0,0,2009,1.0,0,1064.0,1943.0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
811,576,0,3,4,3,0.0,0.0,6,6,0.0,0.0,4,811.0,0,0,4,3,4,3,0,2,6,256.0,1.0,5,3,5,1954.0,1387,0,4,2,2,0,6000,50.0,3,0,190,0.0,0,11,0,3,4,2,0,3,0,7,811.0,0,2009,2.0,0,2454.0,1954.0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
796,0,0,2,4,3,0.0,0.0,6,6,0.0,0.0,1,796.0,0,164,4,3,2,3,0,1,6,0.0,0.0,3,1,3,0.0,796,0,2,1,3,0,8777,67.0,3,0,30,0.0,0,5,0,6,4,1,0,3,0,4,796.0,328,2008,1.0,492,1592.0,1930.0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1567,0,0,1,1,0,1154.0,0.0,2,6,1.0,0.0,2,366.0,4,0,4,2,4,2,1,2,6,648.0,3.0,5,0,5,2006.0,1567,0,0,1,0,0,3982,53.0,3,0,120,0.0,0,10,0,4,7,2,0,3,0,7,1520.0,312,2006,3.0,312,3735.0,2006.0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1518,0,0,1,4,1,1218.0,0.0,2,6,0.0,0.0,0,300.0,4,0,4,0,4,2,1,1,6,588.0,2.0,5,2,5,2003.0,1518,1,0,1,0,0,12677,62.0,0,0,120,472.0,0,4,140,4,7,2,0,3,0,6,1518.0,185,2008,1.5,325,3624.0,2003.5,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1057,872,0,3,4,3,738.0,0.0,2,6,1.0,0.0,2,319.0,4,0,4,2,4,5,1,2,6,650.0,2.0,5,0,5,2001.0,1929,1,0,1,2,0,7050,68.0,3,0,60,0.0,0,5,235,4,6,2,0,3,0,7,1057.0,0,2007,3.5,235,3636.0,2001.0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
2000,704,0,4,4,1,1410.0,0.0,2,6,1.0,0.0,2,542.0,4,0,4,2,2,5,3,2,6,538.0,2.0,5,0,5,1972.0,2704,1,2,1,0,0,13860,75.0,3,0,80,0.0,0,7,111,6,7,2,0,3,0,9,1952.0,269,2009,3.5,380,5194.0,1983.5,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
780,840,0,4,4,3,493.0,287.0,5,1,0.0,0.0,4,0.0,4,0,4,3,1,3,0,2,2,462.0,2.0,5,0,5,1969.0,1620,1,0,1,3,0,10793,80.0,3,0,60,263.0,0,4,0,4,4,2,0,3,0,7,780.0,208,2007,2.5,208,2862.0,1969.0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1766,0,0,2,4,2,1121.0,0.0,2,6,1.0,0.0,0,645.0,4,0,4,0,4,2,1,2,6,478.0,3.0,5,0,5,2009.0,1766,1,0,1,0,0,9187,85.0,3,0,20,162.0,0,10,130,4,8,2,0,3,0,7,1766.0,195,2009,3.5,325,4010.0,2009.0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
981,0,0,3,4,3,282.0,35.0,0,3,1.0,0.0,4,664.0,4,40,4,3,4,3,0,1,6,576.0,2.0,5,3,5,1979.0,981,1,4,1,3,0,10530,68.0,0,0,20,0.0,0,3,312,4,5,2,0,3,0,5,981.0,0,2007,2.5,352,2538.0,1971.0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1048,0,0,3,2,4,0.0,0.0,4,4,0.0,0.0,3,0.0,4,0,4,3,4,3,0,1,2,420.0,2.0,5,3,5,1950.0,1048,0,2,1,3,0,7200,60.0,3,0,20,0.0,0,7,27,4,4,2,0,3,0,7,0.0,0,2008,1.0,27,1468.0,1950.0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1094,0,0,3,4,2,500.0,0.0,5,6,0.0,0.0,4,594.0,4,0,4,3,4,2,2,1,6,495.0,2.0,5,2,5,1953.0,1094,0,0,1,3,0,10452,85.0,0,0,20,216.0,0,6,0,4,5,2,0,3,287,5,1094.0,0,2008,1.0,287,2683.0,1953.0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1051,788,0,4,4,3,0.0,0.0,6,6,0.0,0.0,4,756.0,4,216,4,3,4,5,1,1,6,442.0,2.0,5,3,5,1966.0,1839,1,4,1,3,0,7700,70.0,3,0,60,351.0,0,6,124,4,5,2,0,3,0,7,756.0,0,2010,1.5,340,3037.0,1966.0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
630,0,0,1,4,0,131.0,499.0,1,2,1.0,0.0,2,0.0,4,0,4,3,2,3,0,1,6,0.0,0.0,3,1,3,0.0,630,0,2,1,3,0,1936,21.0,3,0,180,0.0,0,12,0,5,3,2,0,3,0,3,630.0,0,2007,2.0,0,1260.0,1970.0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
822,843,0,3,4,3,0.0,0.0,6,6,0.0,0.0,2,813.0,4,0,4,2,4,3,0,2,6,562.0,2.0,5,2,5,2007.0,1665,1,0,1,2,0,8125,65.0,3,0,60,0.0,0,5,0,5,6,2,0,3,0,7,813.0,0,2008,2.5,0,3040.0,2007.0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
755,755,0,4,4,2,0.0,0.0,6,6,1.0,0.0,4,755.0,4,0,4,3,2,2,1,1,6,296.0,1.0,4,3,1,1940.0,1510,0,4,1,3,0,9084,60.0,3,0,70,0.0,0,10,0,4,3,1,0,3,0,7,755.0,120,2009,2.0,120,2561.0,1945.0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
909,807,0,2,4,3,0.0,0.0,6,6,0.0,0.0,2,880.0,4,0,4,2,4,5,1,2,6,512.0,2.0,5,2,5,1996.0,1716,1,0,1,2,0,8750,70.0,3,0,60,0.0,0,7,120,4,6,2,0,3,0,7,880.0,0,2009,2.5,120,3108.0,1996.0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
756,713,0,3,4,3,0.0,0.0,6,6,0.0,0.0,4,756.0,4,239,4,3,2,3,0,1,6,216.0,1.0,5,3,5,1906.0,1469,0,0,1,3,0,10320,60.0,3,0,50,0.0,0,6,0,6,5,2,0,3,0,7,756.0,57,2008,1.0,296,2441.0,1950.5,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
2113,0,0,2,4,1,1696.0,0.0,2,6,1.0,0.0,2,413.0,4,0,2,2,4,5,1,2,6,839.0,3.0,5,0,5,1995.0,2113,1,0,1,2,0,10437,91.0,0,0,20,660.0,0,8,46,5,7,2,0,3,0,7,2109.0,236,2008,3.5,282,5061.0,1995.0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
525,567,0,3,4,3,0.0,0.0,6,6,0.0,0.0,4,525.0,4,0,4,3,4,3,0,1,6,264.0,1.0,5,3,5,1971.0,1092,1,4,1,3,0,1680,21.0,3,0,160,381.0,0,3,0,4,5,2,0,3,0,6,525.0,0,2010,1.5,0,1881.0,1971.0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1053,0,0,3,4,3,806.0,0.0,0,6,1.0,0.0,4,247.0,4,0,4,2,2,3,0,1,6,312.0,1.0,5,2,5,1959.0,1053,1,0,1,2,0,10007,72.0,0,0,20,54.0,0,8,0,6,4,2,0,3,0,5,1053.0,0,2008,2.5,0,2418.0,1982.5,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
851,651,0,3,4,3,0.0,0.0,6,6,0.0,0.0,2,776.0,4,112,1,3,2,2,1,1,6,270.0,1.0,5,2,5,1931.0,1502,1,4,1,3,1,7200,60.0,3,0,70,0.0,0,2,0,5,6,1,0,3,0,6,776.0,0,2008,1.5,112,2548.0,1965.5,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
912,546,0,3,4,3,0.0,0.0,6,6,0.0,1.0,4,912.0,4,0,4,3,4,2,1,1,6,330.0,1.0,5,3,5,1948.0,1458,0,4,1,3,0,17503,78.0,3,0,50,0.0,0,1,0,4,5,2,0,3,0,6,912.0,192,2010,1.5,192,2700.0,1949.0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
1486,0,0,3,4,3,637.0,0.0,1,6,1.0,0.0,4,849.0,4,0,2,3,2,3,0,1,6,480.0,2.0,5,0,5,1968.0,1486,0,0,1,3,0,9937,75.0,3,0,20,0.0,0,3,0,6,4,2,0,3,0,7,1486.0,0,2009,2.0,0,3452.0,1981.5,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1142,793,0,3,4,3,0.0,0.0,6,6,0.0,0.0,2,793.0,4,252,4,3,4,5,1,2,6,550.0,2.0,5,2,5,1976.0,1935,1,4,1,3,0,12384,68.0,3,0,60,233.0,0,11,113,6,6,2,0,3,0,7,793.0,0,2007,2.5,365,3278.0,1976.0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1686,762,0,4,1,3,1361.0,180.0,2,5,1.0,0.0,2,88.0,4,0,4,2,4,5,1,2,6,711.0,3.0,5,2,5,1994.0,2448,1,0,1,2,0,46589,52.0,1,0,60,528.0,0,7,76,6,7,2,0,3,0,8,1629.0,517,2009,3.5,593,4788.0,1999.5,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
