1stFlrSF,2ndFlrSF,3SsnPorch,Alley,BedroomAbvGr,BsmtCond,BsmtExposure,BsmtFinSF1,BsmtFinSF2,BsmtFinType1,BsmtFinType2,BsmtFullBath,BsmtHalfBath,BsmtQual,BsmtUnfSF,CentralAir,Condition1,Condition2,Electrical,EnclosedPorch,ExtStructSF,ExterCond,ExterQual,Exterior1st,Fence,FireplaceQu,Fireplaces,Foundation,FullBath,Functional,GarageArea,GarageCars,GarageCond,GarageFinish,GarageQual,GarageType,GarageYrBlt,GrLivArea,HalfBath,Heating,HeatingQC,HouseSF,HouseStyle,KitchenAbvGr,KitchenQual,LandSlope,LotArea,LotFrontage,LotShape,LowQualFinSF,MasVnrArea,MasVnrType,MiscFeature,MiscVal,MoSold,Neighborhood,Num_Bathrooms,OpenPorchSF,OverallCond,OverallQual,PavedDrive,PoolArea,PoolQC,RoofMatl,ScreenPorch,Street,TotRmsAbvGrd,TotalBsmtSF,WoodDeckSF,YrSold,YearRemodAgg
810,518,0,Grvl,3,4,3,0.0,0.0,6,6,0.0,0.0,4,686.0,N,Norm,Norm,4,60,232,4,3,MetalSd,4,3,0,CBlock,1,6,210.0,1.0,5,3,5,Detchd,1940.0,1328,0,GasA,1,2224.0,2Story,1,3,0,9906,57.0,3,0,0.0,None,None,0,9,OldTown,1.0,172,3,3,2,0,3,CompShg,0,Pave,8,686.0,0,2006,1937.5
1137,817,0,None,3,4,3,341.0,0.0,1,6,0.0,1.0,4,457.0,Y,Norm,Norm,4,150,269,2,2,VinylSd,4,5,2,CBlock,1,6,431.0,2.0,5,3,5,Attchd,1939.0,1954,1,GasA,0,3183.0,1.5Fin,1,2,0,15660,70.0,0,0,312.0,BrkFace,None,0,5,Crawfor,2.0,119,8,6,2,0,3,CompShg,0,Pave,8,798.0,0,2008,1972.5
1248,0,0,None,2,4,0,16.0,0.0,2,6,0.0,0.0,2,1232.0,Y,Norm,Norm,4,0,108,4,2,VinylSd,4,3,0,PConc,2,6,438.0,2.0,5,0,5,Attchd,2005.0,1248,0,GasA,0,2934.0,1Story,1,2,0,3010,43.0,3,0,16.0,BrkFace,None,0,3,Blmngtn,2.0,0,4,6,2,0,3,CompShg,0,Pave,5,1248.0,108,2006,2005.5
1498,0,0,None,2,4,2,0.0,0.0,6,6,0.0,0.0,2,1498.0,Y,Norm,Norm,4,0,384,4,2,VinylSd,4,3,0,PConc,2,6,675.0,2.0,5,2,5,Attchd,2006.0,1498,0,GasA,0,3671.0,1Story,1,2,0,8990,73.0,0,0,0.0,None,None,0,4,CollgCr,2.0,33,4,6,2,0,3,CompShg,0,Pave,5,1498.0,351,2006,2006.0
1010,1257,0,None,4,4,3,0.0,0.0,6,6,0.0,0.0,2,1010.0,Y,Norm,Norm,4,0,166,4,2,VinylSd,4,5,1,PConc,2,6,390.0,2.0,5,2,5,BuiltIn,2002.0,2267,1,GasA,0,3667.0,2Story,1,2,0,8068,64.0,0,0,0.0,None,None,0,12,Gilbert,2.5,46,4,5,2,0,3,CompShg,0,Pave,8,1010.0,120,2009,2002.0
811,741,0,None,3,4,3,550.0,0.0,0,6,1.0,0.0,2,163.0,Y,RRAn,Norm,4,0,417,4,3,VinylSd,2,5,1,CBlock,2,6,434.0,2.0,5,2,5,Attchd,1975.0,1552,1,GasA,4,2699.0,2Story,1,3,0,11475,85.0,3,0,0.0,None,None,0,2,NWAmes,3.5,208,5,5,2,0,3,CompShg,0,Pave,6,713.0,209,2006,1975.0
864,0,0,None,2,4,3,524.0,180.0,0,3,0.0,0.0,4,160.0,Y,Norm,Norm,4,0,216,4,3,HdBoard,4,3,0,CBlock,1,6,576.0,2.0,5,3,5,Detchd,1989.0,864,0,GasA,2,2304.0,1Story,1,3,0,10500,70.0,3,0,0.0,None,None,0,3,NAmes,1.0,0,5,3,2,0,3,CompShg,0,Pave,4,864.0,216,2009,1971.0
2392,0,0,None,3,4,1,56.0,0.0,2,6,0.0,0.0,0,2336.0,Y,Norm,Norm,4,0,353,4,0,VinylSd,4,0,1,PConc,2,6,968.0,3.0,5,0,5,Attchd,2003.0,2392,0,GasA,0,5752.0,1Story,1,0,0,13472,103.0,3,0,922.0,BrkFace,None,0,6,NridgHt,2.0,105,4,9,2,0,3,CompShg,0,Pave,8,2392.0,248,2009,2003.0
630,672,0,None,3,4,3,0.0,0.0,6,6,0.0,0.0,4,630.0,Y,Norm,Norm,4,0,0,4,3,HdBoard,4,3,0,CBlock,2,6,280.0,1.0,5,3,5,Detchd,1991.0,1302,1,GasA,4,2212.0,2Story,1,3,0,1680,21.0,3,0,142.0,BrkFace,None,0,5,BrDale,2.5,0,4,4,2,0,3,CompShg,0,Pave,6,630.0,0,2009,1971.0
1214,1306,0,None,4,4,3,565.0,0.0,2,6,0.0,0.0,2,638.0,Y,Norm,Norm,4,0,338,4,2,VinylSd,4,5,1,PConc,2,6,721.0,3.0,5,2,5,Attchd,1995.0,2520,1,GasA,0,4444.0,2Story,1,2,0,9950,82.0,0,0,290.0,BrkFace,None,0,6,NoRidge,2.5,114,4,6,2,0,3,CompShg,0,Pave,9,1203.0,224,2007,1995.0
483,504,0,None,2,4,3,321.0,0.0,5,6,0.0,0.0,4,162.0,Y,Norm,Norm,4,0,0,4,3,HdBoard,4,3,0,CBlock,1,6,280.0,1.0,5,3,5,Detchd,1987.0,987,1,GasA,4,1750.0,2Story,1,3,0,1869,21.0,3,0,127.0,BrkFace,None,0,9,BrDale,1.5,0,5,5,2,0,3,CompShg,0,Pave,5,483.0,0,2008,1970.0
912,0,0,None,3,4,3,842.0,0.0,0,6,0.0,0.0,4,70.0,Y,Feedr,Norm,4,0,0,4,3,HdBoard,2,1,1,CBlock,1,6,336.0,1.0,5,3,5,Detchd,1974.0,912,0,GasA,4,2160.0,1Story,1,3,0,8521,70.0,3,0,0.0,None,None,0,5,Sawyer,1.0,0,4,4,2,0,3,CompShg,0,Pave,5,912.0,0,2010,1967.0
1555,0,0,None,2,4,0,16.0,0.0,2,6,0.0,0.0,2,1357.0,Y,Norm,Norm,4,0,163,4,2,VinylSd,4,5,1,PConc,2,6,430.0,2.0,5,0,5,Attchd,2005.0,1555,0,GasA,0,3358.0,1Story,1,2,0,3182,43.0,3,0,16.0,BrkFace,None,0,5,Blmngtn,2.0,20,4,6,2,0,3,CompShg,0,Pave,7,1373.0,143,2009,2005.5
1194,0,0,None,3,4,3,0.0,0.0,6,6,1.0,0.0,4,1194.0,Y,Norm,Norm,4,120,120,4,3,MetalSd,4,3,0,CBlock,1,6,312.0,1.0,5,2,5,Attchd,1959.0,1194,0,GasA,4,2700.0,1Story,1,3,0,8760,73.0,3,0,220.0,BrkFace,None,0,4,NAmes,2.0,0,5,5,2,0,3,CompShg,0,Pave,6,1194.0,0,2010,1959.0
1490,1304,0,None,4,4,3,689.0,0.0,2,6,1.0,0.0,2,773.0,Y,Norm,Norm,4,202,348,4,2,VinylSd,4,5,1,PConc,2,6,810.0,3.0,5,0,5,Attchd,1995.0,2794,1,GasA,0,5066.0,2Story,1,0,0,15138,174.0,0,0,506.0,BrkFace,None,0,7,NoRidge,3.5,146,4,7,2,0,3,CompShg,0,Pave,9,1462.0,0,2009,1995.5
483,504,0,None,2,4,3,0.0,0.0,6,6,0.0,0.0,4,483.0,Y,Norm,Norm,4,0,0,4,3,HdBoard,4,4,1,CBlock,1,6,288.0,1.0,5,3,5,Attchd,1972.0,987,1,GasA,4,1758.0,2Story,1,3,0,1680,21.0,3,0,297.0,BrkFace,None,0,6,BrDale,1.5,0,4,5,2,0,3,CompShg,0,Pave,5,483.0,0,2006,1972.0
894,0,0,None,3,1,0,182.0,712.0,3,0,1.0,0.0,4,0.0,Y,Norm,Norm,4,0,365,4,3,HdBoard,2,3,0,CBlock,1,6,308.0,1.0,5,3,5,Attchd,1976.0,894,0,GasA,4,2096.0,1Story,1,3,0,10650,75.0,3,0,0.0,None,None,0,2,CollgCr,2.0,0,5,4,2,0,3,CompShg,0,Pave,5,894.0,365,2010,1976.0
860,1100,0,None,4,4,3,625.0,0.0,2,6,1.0,0.0,2,235.0,Y,Norm,Norm,4,0,336,4,2,VinylSd,4,5,2,PConc,2,6,440.0,2.0,5,0,5,BuiltIn,2002.0,1960,1,GasA,0,3260.0,2Story,1,2,0,7851,64.0,3,0,0.0,None,None,0,5,Gilbert,3.5,48,4,5,2,0,3,CompShg,0,Pave,8,860.0,288,2010,2002.0
483,504,0,None,2,4,3,358.0,0.0,0,6,0.0,0.0,4,125.0,Y,Norm,Norm,4,0,0,4,3,HdBoard,4,3,0,CBlock,1,6,264.0,1.0,5,3,5,Detchd,1971.0,987,1,GasA,4,1734.0,2Story,1,3,0,1680,21.0,3,0,604.0,BrkFace,None,0,8,BrDale,1.5,0,2,5,2,0,3,CompShg,0,Pave,5,483.0,0,2008,1971.0
1414,0,0,None,3,4,0,24.0,0.0,2,6,0.0,0.0,2,1390.0,Y,Norm,Norm,4,0,237,4,2,VinylSd,4,3,0,PConc,2,6,494.0,2.0,5,2,5,Attchd,2004.0,1414,0,GasA,0,3322.0,1Story,1,2,0,8773,65.0,3,0,98.0,BrkFace,None,0,5,CollgCr,2.0,105,4,6,2,0,3,CompShg,0,Pave,6,1414.0,132,2010,2004.0
1014,730,238,None,3,4,3,402.0,0.0,1,6,0.0,0.0,2,594.0,Y,RRNe,Norm,4,0,678,4,2,HdBoard,4,3,0,PConc,2,6,457.0,2.0,5,2,5,Attchd,1993.0,1744,1,GasA,0,3197.0,2Story,1,2,0,9453,67.0,0,0,0.0,None,None,0,2,SawyerW,2.5,70,6,6,2,0,3,CompShg,0,Pave,7,996.0,370,2010,1998.0
1694,0,0,None,3,4,3,0.0,0.0,6,6,0.0,0.0,0,1694.0,Y,Norm,Norm,4,0,396,4,0,VinylSd,4,3,0,PConc,2,6,818.0,3.0,5,0,5,Attchd,2007.0,1694,0,GasA,0,4206.0,1Story,1,2,0,12030,93.0,3,0,254.0,BrkFace,None,0,12,NridgHt,2.0,228,4,7,2,0,3,CompShg,0,Pave,7,1694.0,168,2007,2007.0
798,689,0,None,3,0,3,94.0,0.0,3,6,0.0,0.0,4,641.0,Y,Norm,Norm,0,0,140,4,3,VinylSd,2,2,1,CBlock,1,6,220.0,1.0,5,3,5,Detchd,1949.0,1487,1,GasA,4,2442.0,1.5Fin,1,3,0,8741,52.0,3,0,0.0,None,None,0,4,Edwards,1.5,140,3,5,2,0,3,CompShg,0,Pave,7,735.0,0,2010,1947.5
1566,0,0,None,3,4,0,1078.0,0.0,2,6,1.0,0.0,2,488.0,Y,Norm,Norm,4,0,312,4,2,VinylSd,4,3,0,PConc,2,6,750.0,2.0,5,2,5,Attchd,2008.0,1566,0,GasA,0,3882.0,1Story,1,2,0,9000,75.0,3,0,36.0,Stone,None,0,4,Somerst,3.0,168,4,7,2,0,3,CompShg,0,Pave,7,1566.0,144,2010,2008.0
866,0,0,None,2,4,3,329.0,0.0,0,6,0.0,0.0,4,357.0,Y,Norm,Norm,4,0,100,2,3,VinylSd,4,3,0,CBlock,1,6,0.0,0.0,3,1,3,None,0.0,866,0,GasA,2,1552.0,1Story,1,2,0,3880,40.0,3,0,0.0,None,None,0,8,OldTown,1.0,42,8,4,2,0,3,CompShg,0,Pave,4,686.0,58,2007,1971.0
889,551,0,None,3,4,3,0.0,0.0,6,6,0.0,0.0,4,540.0,N,Norm,Norm,0,77,77,4,3,Wd Sdng,4,3,0,BrkTil,1,6,352.0,1.0,5,3,1,Attchd,1940.0,1440,0,GasA,2,2332.0,1.5Fin,1,3,0,5000,63.0,3,0,0.0,None,None,0,4,OldTown,1.0,0,3,4,2,0,3,CompShg,0,Pave,6,540.0,0,2006,1925.0
626,591,0,None,3,4,3,0.0,0.0,6,6,0.0,0.0,2,626.0,Y,Norm,Norm,4,0,28,4,3,Plywood,4,5,1,CBlock,1,6,288.0,1.0,5,2,5,Attchd,1980.0,1217,1,GasA,4,2131.0,2Story,1,3,0,10762,75.0,3,0,0.0,None,None,0,4,SawyerW,1.5,28,5,5,2,0,3,CompShg,0,Pave,6,626.0,0,2009,1980.0
1222,888,0,None,3,4,3,695.0,0.0,2,6,1.0,0.0,2,253.0,Y,Norm,Norm,4,0,130,4,2,VinylSd,4,1,2,PConc,2,6,463.0,2.0,5,2,5,Attchd,1994.0,2110,1,GasA,0,3521.0,2Story,1,2,0,8880,67.0,0,0,0.0,None,None,0,5,SawyerW,3.5,130,4,6,2,0,3,CompShg,0,Pave,8,948.0,0,2010,1998.0
1872,0,0,None,3,4,0,929.0,0.0,2,6,0.0,1.0,2,916.0,Y,Norm,Norm,4,0,236,4,3,Wd Sdng,4,5,1,CBlock,2,6,604.0,2.0,5,0,5,Attchd,1988.0,1872,0,GasA,2,4321.0,1Story,1,3,0,10400,80.0,3,0,102.0,BrkFace,None,0,6,NWAmes,2.5,39,4,6,2,0,3,CompShg,0,Pave,6,1845.0,197,2006,1988.0
908,1020,0,Grvl,4,4,3,0.0,0.0,6,6,0.0,0.0,1,1020.0,N,Norm,Norm,2,112,172,1,3,AsbShng,4,3,0,Stone,2,6,440.0,1.0,4,3,4,Detchd,1910.0,1928,0,GasA,2,3388.0,2Story,2,1,0,9142,69.0,3,0,0.0,None,None,0,4,OldTown,2.0,60,7,5,2,0,3,CompShg,0,Pave,9,1020.0,0,2006,1930.0
1375,0,0,None,2,4,3,0.0,0.0,6,6,0.0,0.0,4,1367.0,Y,Norm,Norm,4,0,30,4,3,Wd Sdng,4,5,1,CBlock,1,6,451.0,2.0,5,3,5,Attchd,1954.0,1375,0,GasA,0,3193.0,1Story,1,3,0,11310,75.0,3,0,0.0,None,None,0,6,NAmes,1.0,30,4,5,2,0,3,CompShg,0,Pave,5,1367.0,0,2006,1954.0
840,828,0,None,3,4,3,0.0,0.0,6,6,0.0,0.0,2,840.0,Y,Norm,Norm,4,0,212,4,2,VinylSd,4,3,0,PConc,2,6,500.0,2.0,5,2,5,Attchd,2003.0,1668,1,GasA,0,3008.0,2Story,1,2,0,11317,72.0,3,0,101.0,BrkFace,None,0,9,CollgCr,2.5,68,4,6,2,0,3,CompShg,0,Pave,8,840.0,144,2007,2003.0
1444,700,0,None,4,4,1,697.0,0.0,5,6,0.0,1.0,2,747.0,Y,Norm,Norm,4,0,98,4,2,Wd Sdng,4,5,2,CBlock,2,6,389.0,2.0,5,0,5,Attchd,1958.0,2144,0,GasA,2,3977.0,1.5Fin,1,2,2,159000,80.5,1,0,472.0,BrkCmn,Shed,500,6,ClearCr,2.5,98,6,5,2,0,3,CompShg,0,Pave,7,1444.0,0,2007,1982.0
1306,0,0,None,3,4,3,0.0,0.0,6,6,0.0,0.0,4,728.0,Y,Norm,Norm,4,0,263,3,3,Wd Sdng,1,3,0,CBlock,1,4,0.0,0.0,3,1,3,None,0.0,1306,0,GasA,0,2034.0,1Story,1,1,0,5350,55.0,0,0,0.0,None,Shed,450,5,BrkSide,1.0,0,1,2,2,0,3,CompShg,0,Pave,6,728.0,263,2010,1953.0
1625,0,0,None,2,4,1,1573.0,0.0,2,6,1.0,1.0,2,0.0,Y,Norm,Norm,4,0,276,4,2,VinylSd,4,2,1,PConc,2,6,538.0,2.0,5,0,5,Attchd,2006.0,1625,0,GasA,0,3736.0,1Story,1,2,1,4750,44.0,0,0,481.0,Stone,None,0,12,Crawfor,3.5,0,4,7,2,0,3,CompShg,153,Pave,5,1573.0,123,2007,2006.5
798,842,0,None,3,4,3,0.0,0.0,6,6,0.0,0.0,2,798.0,Y,Norm,Norm,4,0,183,4,2,VinylSd,4,3,0,PConc,2,6,520.0,2.0,5,2,5,Attchd,2004.0,1640,1,GasA,0,2958.0,2Story,1,2,0,8366,65.0,0,0,0.0,None,None,0,12,SawyerW,2.5,45,4,5,2,0,3,CompShg,0,Pave,6,798.0,138,2008,2004.0
1302,0,0,None,3,4,1,270.0,580.0,3,0,0.0,1.0,2,452.0,Y,Norm,Norm,4,0,333,4,3,HdBoard,2,3,0,CBlock,2,2,309.0,1.0,5,2,5,Attchd,1964.0,1302,0,GasA,0,2913.0,SLvl,1,2,0,9350,85.0,3,0,108.0,BrkFace,None,0,10,NAmes,2.5,0,6,5,2,0,3,CompShg,0,Pave,7,1302.0,333,2007,1977.5
1314,0,0,None,3,4,3,922.0,0.0,5,6,1.0,0.0,4,392.0,Y,Norm,Norm,4,0,250,2,3,MetalSd,4,3,0,CBlock,1,6,294.0,1.0,5,2,5,Attchd,1957.0,1314,0,GasA,4,2922.0,1Story,1,3,0,8400,70.0,3,0,0.0,None,None,0,6,NAmes,2.0,0,5,4,2,0,3,CompShg,0,Pave,5,1314.0,250,2010,1957.0
1005,1286,0,None,4,4,3,0.0,0.0,6,6,0.0,0.0,2,975.0,Y,Norm,Norm,4,0,192,4,2,VinylSd,4,5,1,PConc,2,6,429.0,2.0,5,0,5,BuiltIn,1999.0,2291,1,GasA,0,3695.0,2Story,1,2,0,8738,66.0,0,0,302.0,BrkFace,None,0,2,Gilbert,2.5,0,4,6,2,0,3,CompShg,0,Pave,8,975.0,192,2006,1999.0
864,864,0,None,3,4,3,503.0,0.0,5,6,0.0,0.0,2,361.0,Y,Norm,Norm,4,0,272,4,2,VinylSd,4,3,0,PConc,2,6,673.0,2.0,5,2,5,Attchd,2003.0,1728,1,GasA,0,3265.0,2Story,1,2,0,8791,64.0,0,0,0.0,None,None,0,5,Somerst,2.5,56,4,5,2,0,3,CompShg,0,Pave,7,864.0,216,2008,2003.0
1604,0,0,None,3,4,3,1334.0,0.0,2,6,1.0,0.0,2,270.0,Y,Norm,Norm,4,0,233,4,2,VinylSd,4,2,1,PConc,2,6,660.0,2.0,5,2,5,Attchd,2006.0,1604,1,GasA,0,3868.0,1Story,1,2,0,8814,68.0,3,0,180.0,Stone,None,0,3,CollgCr,3.5,110,4,6,2,0,3,CompShg,0,Pave,8,1604.0,123,2009,2006.0
963,829,245,None,3,4,3,361.0,0.0,2,6,0.0,0.0,2,602.0,Y,Norm,Norm,4,0,341,4,2,VinylSd,4,5,1,PConc,2,6,564.0,2.0,5,2,5,Attchd,2001.0,1792,1,GasA,0,3319.0,2Story,1,2,0,12435,80.0,3,0,172.0,BrkFace,None,0,5,CollgCr,2.5,96,4,6,2,0,3,CompShg,0,Pave,7,963.0,0,2008,2001.0
882,0,0,None,2,2,4,0.0,0.0,4,4,0.0,0.0,3,0.0,Y,Norm,Norm,0,0,45,4,3,BrkFace,4,3,0,PConc,1,6,308.0,1.0,5,3,5,Detchd,1956.0,882,0,GasA,2,1190.0,1Story,1,3,0,12702,70.0,3,0,0.0,None,None,0,12,OldTown,1.0,45,4,4,2,0,3,CompShg,0,Pave,4,0.0,0,2008,1956.0
1382,0,0,None,3,4,1,672.0,690.0,5,0,1.0,0.0,4,0.0,Y,Artery,Norm,4,252,252,4,3,Wd Sdng,1,5,1,CBlock,1,6,884.0,2.0,5,3,5,Attchd,1991.0,1382,0,GasA,4,3628.0,SLvl,1,3,0,19296,120.0,3,0,399.0,BrkFace,None,0,5,NAmes,2.0,0,4,5,2,0,3,CompShg,0,Pave,6,1362.0,0,2009,1962.0
1482,1092,0,None,3,4,3,0.0,0.0,6,6,0.0,0.0,0,1482.0,Y,Norm,Norm,4,0,148,4,2,CemntBd,4,2,1,PConc,2,6,868.0,3.0,5,0,5,BuiltIn,2007.0,2574,1,GasA,0,4924.0,2Story,1,0,0,9588,69.0,0,0,270.0,Stone,None,0,11,CollgCr,2.5,148,4,7,2,0,3,CompShg,0,Pave,10,1482.0,0,2007,2007.0
1212,0,0,None,3,1,0,506.0,0.0,0,6,1.0,0.0,2,0.0,Y,Norm,Norm,4,0,304,4,3,HdBoard,1,5,1,CBlock,1,6,492.0,2.0,5,3,5,Attchd,1978.0,1212,0,GasA,4,2210.0,SLvl,1,3,0,8471,88.0,0,0,46.0,BrkFace,None,0,7,Sawyer,2.0,12,6,5,2,0,3,CompShg,0,Pave,6,506.0,292,2006,1986.0
926,0,0,None,3,4,3,234.0,692.0,3,0,1.0,0.0,4,0.0,Y,Norm,Norm,4,0,0,4,3,Wd Sdng,4,3,0,BrkTil,1,6,484.0,2.0,5,3,5,Detchd,1974.0,1316,0,GasA,4,2726.0,1.5Fin,1,3,0,5500,50.0,3,390,0.0,None,None,0,4,OldTown,2.0,0,6,4,2,0,3,CompShg,0,Pave,6,926.0,0,2010,1965.0
764,0,0,Grvl,2,4,3,0.0,0.0,6,6,0.0,0.0,1,680.0,N,Artery,Norm,2,0,0,4,3,Wd Sdng,4,3,0,BrkTil,1,6,504.0,2.0,5,3,5,Detchd,1965.0,764,0,GasA,2,1948.0,1Story,1,3,0,5232,30.0,2,0,0.0,None,None,0,6,OldTown,1.0,0,4,4,0,0,3,CompShg,0,Pave,4,680.0,0,2008,1964.5
1422,0,0,None,3,4,3,588.0,228.0,2,3,0.0,0.0,2,606.0,Y,Norm,Norm,4,0,276,2,3,MetalSd,0,5,1,CBlock,2,6,576.0,2.0,5,0,5,Attchd,1981.0,1422,0,GasA,4,3420.0,1Story,1,2,0,12090,78.0,0,0,210.0,BrkFace,None,0,6,NWAmes,2.0,0,5,5,2,0,3,CompShg,0,Pave,7,1422.0,276,2008,1981.0
802,709,0,None,3,4,0,714.0,0.0,2,6,1.0,0.0,2,88.0,Y,Norm,Norm,4,0,170,4,3,VinylSd,4,5,1,PConc,2,6,413.0,2.0,5,0,5,Attchd,1997.0,1511,1,GasA,2,2726.0,2Story,1,3,0,11207,70.0,0,0,0.0,None,None,0,6,Gilbert,3.5,75,4,5,2,0,3,CompShg,0,Pave,8,802.0,95,2006,1997.0
1052,720,0,None,4,4,3,378.0,0.0,3,6,0.0,0.0,4,342.0,Y,Norm,Norm,4,0,286,4,3,Wd Sdng,4,2,1,PConc,2,6,240.0,1.0,5,3,5,Detchd,1939.0,2192,1,GasA,0,3152.0,2.5Fin,1,2,1,8400,60.0,3,420,0.0,None,None,0,7,SWISU,2.5,24,7,4,2,0,3,CompShg,0,Pave,8,720.0,262,2008,1968.0
778,0,0,None,2,4,3,403.0,125.0,0,5,0.0,0.0,4,212.0,Y,Norm,Norm,4,0,25,4,3,VinylSd,4,2,1,CBlock,1,6,924.0,1.0,0,0,0,Detchd,1966.0,778,0,GasA,0,2442.0,1Story,1,3,0,6900,71.0,3,0,0.0,None,None,0,2,IDOTRR,1.0,25,5,4,2,0,3,CompShg,0,Pave,4,740.0,0,2008,1947.5
1113,0,0,None,3,1,3,751.0,0.0,1,6,1.0,0.0,4,392.0,Y,Norm,Norm,4,0,400,2,3,HdBoard,0,1,1,CBlock,1,6,504.0,1.0,2,2,5,Attchd,1987.0,1113,1,GasA,4,2760.0,1Story,1,3,0,7917,64.5,0,0,174.0,BrkFace,None,0,5,Edwards,2.5,30,6,5,2,0,3,CompShg,0,Pave,6,1143.0,370,2007,1976.0
1095,844,0,None,3,4,2,0.0,0.0,6,6,0.0,0.0,2,1095.0,Y,Norm,Norm,4,0,243,4,2,VinylSd,4,2,1,PConc,2,6,1053.0,3.0,5,2,5,Attchd,2006.0,1939,1,GasA,2,4087.0,2Story,1,2,0,10728,84.0,3,0,0.0,None,None,0,8,Somerst,2.5,51,4,7,2,0,3,CompShg,0,Pave,8,1095.0,192,2006,2006.0
1363,0,0,None,2,4,1,226.0,1063.0,3,2,1.0,0.0,2,96.0,Y,Norm,Norm,4,0,81,4,3,Plywood,4,5,2,CBlock,1,4,439.0,2.0,5,3,5,Attchd,1954.0,1363,0,GasA,0,3187.0,1Story,1,3,2,39104,73.0,0,0,0.0,None,None,0,4,ClearCr,2.0,0,6,6,2,0,3,Membran,0,Pave,5,1385.0,81,2008,1979.5
1164,1106,0,None,4,4,3,524.0,0.0,2,6,0.0,0.0,2,628.0,Y,Norm,Norm,4,0,189,4,2,VinylSd,4,2,1,PConc,2,6,671.0,3.0,5,0,5,Attchd,1999.0,2270,1,GasA,0,4093.0,2Story,1,2,0,11764,92.0,0,0,348.0,BrkFace,None,0,4,NoRidge,2.5,57,6,7,2,0,3,CompShg,0,Pave,9,1152.0,132,2010,2003.0
1632,0,0,None,3,4,3,620.0,620.0,5,3,1.0,0.0,4,0.0,Y,Feedr,Norm,4,0,289,4,3,Wd Sdng,2,2,1,CBlock,2,2,338.0,1.0,5,2,5,Attchd,1958.0,1632,0,GasA,2,3210.0,1Story,1,3,0,9600,80.0,3,0,183.0,BrkCmn,None,0,4,NAmes,3.0,0,5,5,2,0,3,CompShg,0,Pave,6,1240.0,289,2009,1973.0
816,0,0,None,2,4,1,546.0,0.0,0,6,0.0,0.0,4,270.0,Y,Norm,Norm,4,0,168,4,3,HdBoard,4,3,0,CBlock,1,6,264.0,1.0,5,3,5,Attchd,1982.0,816,0,GasA,4,1896.0,1Story,1,3,0,8314,76.0,3,0,0.0,None,None,0,6,Mitchel,1.0,0,6,4,2,0,3,CompShg,0,Pave,5,816.0,168,2007,1982.0
952,596,0,None,3,4,3,0.0,0.0,6,6,0.0,0.0,4,952.0,N,Norm,Norm,4,0,218,2,2,Wd Sdng,4,3,0,BrkTil,2,6,672.0,2.0,5,3,5,Detchd,1978.0,1548,1,GasW,2,3172.0,1.5Fin,1,0,0,7264,55.0,3,0,0.0,None,None,0,10,BrkSide,2.5,0,6,6,2,0,3,CompShg,144,Pave,5,952.0,74,2009,1966.0
1560,0,0,None,3,4,3,0.0,0.0,6,6,0.0,0.0,0,1560.0,Y,Norm,Norm,4,0,250,4,2,VinylSd,4,3,0,PConc,2,6,573.0,2.0,5,0,5,Attchd,2003.0,1560,0,GasA,0,3693.0,1Story,1,2,0,9196,129.0,0,0,0.0,None,None,0,4,Mitchel,2.0,150,4,6,2,0,3,CompShg,0,Pave,7,1560.0,100,2010,2003.0
864,0,0,None,2,4,3,120.0,0.0,3,6,0.0,0.0,4,744.0,Y,Norm,Norm,4,0,0,4,3,VinylSd,4,3,0,CBlock,1,6,400.0,2.0,5,3,5,Detchd,1951.0,864,0,GasA,0,2128.0,1Story,1,3,0,19138,140.0,3,0,0.0,None,None,0,6,Gilbert,1.0,0,4,3,2,0,3,CompShg,0,Pave,4,864.0,0,2010,1951.0
2121,0,0,None,3,4,1,0.0,0.0,6,6,0.0,0.0,0,2121.0,Y,Norm,Norm,4,0,364,4,0,CemntBd,4,0,1,PConc,2,6,732.0,3.0,5,0,5,Attchd,2007.0,2121,1,GasA,0,4974.0,1Story,1,0,0,14450,107.0,3,0,315.0,BrkFace,None,0,5,NridgHt,2.5,98,4,8,2,0,3,CompShg,142,Pave,8,2121.0,124,2007,2006.5
1156,866,0,None,4,4,3,392.0,0.0,1,6,0.0,0.0,2,768.0,Y,Norm,Norm,4,0,405,4,3,Plywood,4,5,1,CBlock,2,6,505.0,2.0,5,0,5,Attchd,1977.0,2022,1,GasA,0,3687.0,2Story,1,3,0,10005,83.0,3,0,299.0,BrkFace,None,0,3,ClearCr,2.5,117,4,6,2,0,3,CompShg,0,Pave,8,1160.0,288,2008,1977.0
1175,807,196,None,3,4,0,421.0,0.0,2,6,0.0,0.0,2,386.0,Y,Norm,Norm,4,0,280,4,2,Plywood,4,5,1,CBlock,2,6,575.0,2.0,5,0,5,Attchd,1989.0,1982,1,GasA,2,3364.0,2Story,1,2,0,11287,82.0,3,0,340.0,BrkFace,None,0,1,SawyerW,2.5,84,5,6,2,0,3,CompShg,0,Pave,7,807.0,0,2007,1989.0
1262,0,0,Pave,2,4,3,905.0,0.0,2,6,0.0,0.0,2,357.0,Y,Norm,Norm,4,0,120,4,2,VinylSd,4,3,0,PConc,2,6,572.0,2.0,5,0,5,Attchd,2006.0,1262,0,GasA,2,3096.0,1Story,1,2,0,7200,60.0,3,0,68.0,Stone,None,0,5,Somerst,2.0,120,4,5,2,0,3,CompShg,0,Pave,5,1262.0,0,2006,2006.0
