1stFlrSF,2ndFlrSF,3SsnPorch,BedroomAbvGr,BsmtCond,BsmtExposure,BsmtFinSF1,BsmtFinSF2,BsmtFinType1,BsmtFinType2,BsmtFullBath,BsmtHalfBath,BsmtQual,BsmtUnfSF,Electrical,EnclosedPorch,ExtStructSF,ExterCond,ExterQual,Fence,FireplaceQu,Fireplaces,FullBath,Functional,GarageArea,GarageCars,GarageCond,GarageFinish,GarageQual,GarageYrBlt,GrLivArea,HalfBath,HeatingQC,HouseSF,KitchenAbvGr,KitchenQual,LandSlope,LotArea,LotFrontage,LotShape,LowQualFinSF,MasVnrArea,MiscVal,MoSold,Num_Bathrooms,OpenPorchSF,OverallCond,OverallQual,PavedDrive,PoolArea,PoolQC,ScreenPorch,TotRmsAbvGrd,TotalBsmtSF,WoodDeckSF,YrSold,YearRemodAgg,Alley_Grvl,Alley_None,Alley_Pave,CentralAir_N,CentralAir_Y,Condition1_Artery,Condition1_Feedr,Condition1_Norm,Condition1_PosA,Condition1_PosN,Condition1_RRAe,Condition1_RRAn,Condition1_RRNe,Condition1_RRNn,Condition2_Artery,Condition2_Feedr,Condition2_Norm,Condition2_PosA,Condition2_PosN,Condition2_RRAe,Condition2_RRAn,Condition2_RRNn,Exterior1st_AsbShng,Exterior1st_AsphShn,Exterior1st_BrkComm,Exterior1st_BrkFace,Exterior1st_CBlock,Exterior1st_CemntBd,Exterior1st_HdBoard,Exterior1st_ImStucc,Exterior1st_MetalSd,Exterior1st_Plywood,Exterior1st_Stone,Exterior1st_Stucco,Exterior1st_VinylSd,Exterior1st_Wd Sdng,Exterior1st_WdShing,Foundation_BrkTil,Foundation_CBlock,Foundation_PConc,Foundation_Slab,Foundation_Stone,Foundation_Wood,GarageType_2Types,GarageType_Attchd,GarageType_Basment,GarageType_BuiltIn,GarageType_CarPort,GarageType_Detchd,GarageType_None,Heating_Floor,Heating_GasA,Heating_GasW,Heating_Grav,Heating_OthW,Heating_Wall,HouseStyle_1.5Fin,HouseStyle_1.5Unf,HouseStyle_1Story,HouseStyle_2.5Fin,HouseStyle_2.5Unf,HouseStyle_2Story,HouseStyle_SFoyer,HouseStyle_SLvl,MasVnrType_BrkCmn,MasVnrType_BrkFace,MasVnrType_None,MasVnrType_Stone,MiscFeature_Gar2,MiscFeature_None,MiscFeature_Othr,MiscFeature_Shed,MiscFeature_TenC,Neighborhood_Blmngtn,Neighborhood_Blueste,Neighborhood_BrDale,Neighborhood_BrkSide,Neighborhood_ClearCr,Neighborhood_CollgCr,Neighborhood_Crawfor,Neighborhood_Edwards,Neighborhood_Gilbert,Neighborhood_IDOTRR,Neighborhood_MeadowV,Neighborhood_Mitchel,Neighborhood_NAmes,Neighborhood_NPkVill,Neighborhood_NWAmes,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_OldTown,Neighborhood_SWISU,Neighborhood_Sawyer,Neighborhood_SawyerW,Neighborhood_Somerst,Neighborhood_StoneBr,Neighborhood_Timber,Neighborhood_Veenker,RoofMatl_CompShg,RoofMatl_Membran,RoofMatl_Metal,RoofMatl_Roll,RoofMatl_Tar&Grv,RoofMatl_WdShake,RoofMatl_WdShngl,Street_Grvl,Street_Pave
764,862,0,2,4,3,573.0,0.0,2,6,1.0,0.0,2,191.0,4,0,27,4,2,4,3,0,2,6,474.0,2.0,5,2,5,2003.0,1626,1,0,2864.0,1,2,0,2448,36.0,3,0,106.0,0,10,3.5,27,4,6,2,0,3,0,6,764.0,0,2008,2003.5,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1848,880,0,4,4,3,1410.0,0.0,2,6,1.0,0.0,0,438.0,4,0,0,4,0,4,0,2,2,6,706.0,3.0,5,0,5,2006.0,2728,1,0,5282.0,1,0,0,20431,56.0,1,0,870.0,0,4,3.5,0,4,8,2,0,3,0,10,1848.0,0,2006,2005.5,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1869,0,0,2,4,3,0.0,0.0,6,6,0.0,0.0,0,1869.0,4,0,264,4,0,4,2,1,2,6,617.0,2.0,5,2,5,2007.0,1869,0,0,4355.0,1,0,0,7820,68.0,0,0,362.0,0,12,2.0,54,4,8,2,0,3,0,6,1869.0,210,2007,2007.0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1453,0,0,2,4,1,1082.0,0.0,2,6,1.0,0.0,2,371.0,4,0,264,4,3,4,5,1,1,6,445.0,2.0,5,2,5,1986.0,1453,1,2,3351.0,1,2,1,5271,80.5,0,0,0.0,0,12,2.5,80,4,6,2,0,3,184,6,1453.0,0,2006,1986.0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
616,495,0,3,0,2,236.0,380.0,3,5,0.0,1.0,4,0.0,4,0,48,4,3,4,3,0,1,6,200.0,1.0,1,3,5,1941.0,1111,0,4,1927.0,1,3,0,9084,60.0,3,0,0.0,0,3,1.5,0,5,4,2,0,3,0,5,616.0,48,2008,1945.5,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
720,0,0,2,4,3,0.0,0.0,6,6,0.0,0.0,4,624.0,4,0,106,2,3,4,3,0,1,6,484.0,2.0,5,3,5,2005.0,720,0,2,1828.0,1,3,0,8520,60.0,3,0,0.0,0,5,1.0,0,7,5,2,0,3,0,5,624.0,106,2010,1965.5,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1192,403,0,2,4,3,388.0,0.0,3,6,0.0,0.0,4,552.0,4,108,108,4,3,4,2,2,1,6,240.0,1.0,5,3,5,1940.0,1595,0,0,2775.0,1,3,0,8400,60.0,3,0,0.0,0,6,1.0,0,4,5,2,0,3,0,6,940.0,0,2006,1970.0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1200,0,0,3,1,3,334.0,544.0,0,1,1.0,0.0,2,322.0,4,0,26,2,2,4,3,0,2,6,521.0,2.0,5,2,5,1995.0,1200,0,0,2921.0,1,2,0,11249,105.0,1,0,0.0,0,8,3.0,26,4,5,2,0,3,0,6,1200.0,0,2007,1995.0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1167,0,0,3,4,3,560.0,0.0,2,6,1.0,0.0,2,598.0,4,0,146,4,3,4,3,0,2,6,400.0,2.0,5,2,5,1992.0,1167,0,2,2725.0,1,2,0,9248,64.0,0,0,106.0,0,7,3.0,26,5,5,2,0,3,0,6,1158.0,120,2009,1992.0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1142,0,0,3,4,3,874.0,0.0,0,6,1.0,0.0,2,268.0,4,0,626,4,3,2,4,1,1,6,528.0,2.0,5,0,5,1976.0,1142,1,4,2812.0,1,3,0,4224,44.0,3,0,0.0,0,8,2.5,90,4,4,2,0,3,0,6,1142.0,536,2007,1976.0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1352,0,0,3,4,0,300.0,294.0,1,5,0.0,1.0,4,468.0,1,294,462,4,3,4,3,0,1,3,288.0,1.0,5,3,5,1958.0,1352,0,0,2702.0,1,2,0,6930,92.0,0,0,120.0,0,7,1.5,0,3,4,2,0,3,0,6,1062.0,168,2006,1958.0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1086,838,0,3,4,0,956.0,0.0,2,6,1.0,0.0,2,130.0,4,0,657,4,2,4,5,1,2,6,592.0,2.0,5,2,5,1998.0,1924,1,0,3602.0,1,2,0,12011,78.0,0,0,530.0,0,6,3.5,75,4,7,2,0,3,374,7,1086.0,208,2006,1998.0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
912,0,0,2,4,0,773.0,0.0,2,6,1.0,0.0,2,115.0,4,0,192,4,3,2,5,1,1,6,470.0,2.0,5,2,5,1978.0,912,0,0,2270.0,1,3,0,7540,74.0,0,0,0.0,0,6,2.0,0,5,5,2,0,3,192,5,888.0,0,2007,1978.0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
988,517,0,3,4,3,399.0,0.0,5,6,1.0,0.0,4,484.0,4,0,0,4,3,4,3,0,1,6,240.0,1.0,5,3,5,1940.0,1505,0,2,2628.0,1,3,0,9144,51.0,3,0,0.0,0,7,2.0,0,4,4,0,0,3,0,8,883.0,0,2008,1961.0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
495,1427,0,4,2,4,0.0,0.0,4,4,0.0,0.0,3,0.0,4,177,177,4,2,4,0,1,3,6,672.0,2.0,5,2,5,2003.0,1922,0,0,2594.0,1,2,0,7301,64.0,3,0,500.0,0,7,3.0,0,4,6,2,0,3,0,7,0.0,0,2009,2003.0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
483,504,0,2,4,3,162.0,0.0,0,6,0.0,0.0,4,321.0,4,0,250,4,3,4,3,0,1,6,264.0,1.0,5,3,5,1972.0,987,1,2,1734.0,1,2,0,1680,21.0,3,0,510.0,0,5,1.5,0,7,5,2,0,3,0,5,483.0,250,2009,1989.5,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
790,784,0,3,4,2,712.0,0.0,2,6,1.0,0.0,2,84.0,4,0,417,4,3,4,5,1,2,6,566.0,2.0,5,0,5,1976.0,1574,1,4,2936.0,1,3,0,18800,80.0,0,0,120.0,0,7,3.5,111,4,5,2,0,3,0,6,796.0,306,2006,1976.0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
672,672,0,3,0,3,456.0,0.0,5,6,0.0,0.0,4,216.0,0,218,346,2,3,4,3,0,1,6,468.0,1.0,1,3,5,1964.0,1344,0,2,2484.0,1,3,0,10690,59.0,3,0,0.0,0,7,1.0,128,6,4,2,0,3,0,6,672.0,0,2009,1958.5,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1394,0,0,3,4,3,609.0,0.0,1,6,1.0,0.0,2,785.0,4,0,261,4,3,4,2,2,1,6,514.0,2.0,5,2,5,1963.0,1394,1,2,3302.0,1,3,0,9500,73.0,0,0,247.0,0,7,2.5,76,4,5,2,0,3,185,6,1394.0,0,2009,1963.0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1431,0,0,3,4,1,371.0,0.0,2,6,0.0,1.0,2,728.0,4,0,174,4,3,4,2,1,1,6,296.0,1.0,5,2,5,1962.0,1431,0,2,2826.0,1,3,0,9150,101.0,0,0,305.0,0,12,1.5,110,4,5,2,0,3,0,6,1099.0,64,2008,1962.0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1268,0,0,2,4,3,540.0,0.0,3,6,0.0,0.0,4,728.0,4,0,98,4,3,4,2,1,1,6,244.0,1.0,5,0,5,1954.0,1268,0,2,2780.0,1,3,0,7800,78.0,3,0,200.0,0,3,1.0,98,5,4,2,0,3,0,7,1268.0,0,2010,1954.0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1287,0,0,3,4,3,72.0,258.0,0,5,1.0,0.0,4,733.0,4,0,563,2,3,4,2,1,1,6,576.0,2.0,5,0,5,1997.0,1287,0,0,2926.0,1,2,0,9830,73.0,0,0,0.0,0,3,2.0,17,6,4,2,0,3,182,7,1063.0,364,2010,1982.5,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
953,711,0,3,4,3,0.0,0.0,6,6,0.0,0.0,2,953.0,4,0,140,4,3,4,5,1,2,6,460.0,2.0,5,2,5,2000.0,1664,1,0,3077.0,1,3,0,8121,64.0,0,0,0.0,0,1,2.5,40,4,5,2,0,3,0,7,953.0,100,2006,2000.0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1120,468,0,4,2,4,0.0,0.0,4,4,0.0,0.0,3,0.0,4,0,59,4,3,4,2,1,2,3,680.0,2.0,5,0,5,1991.0,1588,0,4,2268.0,1,3,0,17120,80.0,3,0,0.0,0,7,2.0,59,3,3,0,0,3,0,7,0.0,0,2008,1959.0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
752,0,0,2,4,3,623.0,121.0,0,3,1.0,0.0,2,0.0,4,0,443,4,3,2,3,0,1,6,264.0,1.0,5,3,5,1984.0,752,0,4,1760.0,1,3,0,7175,50.0,3,0,0.0,0,2,2.0,0,4,5,2,0,3,90,4,744.0,353,2010,1984.0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
1319,0,0,3,4,3,428.0,180.0,1,3,1.0,0.0,4,0.0,4,0,66,4,3,1,3,0,1,3,270.0,1.0,5,3,5,1953.0,1319,0,4,2197.0,1,3,0,10634,79.0,3,0,0.0,0,11,2.0,0,5,4,2,0,3,0,5,608.0,66,2009,1953.0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
847,1081,0,4,4,3,0.0,0.0,6,6,0.0,0.0,2,847.0,4,0,148,4,2,4,2,1,2,6,434.0,2.0,5,0,5,2003.0,1928,1,0,3209.0,1,2,0,8200,65.0,3,0,0.0,0,7,2.5,48,4,6,2,0,3,0,8,847.0,100,2007,2003.5,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
904,0,0,1,3,1,350.0,0.0,1,6,1.0,0.0,1,333.0,0,0,0,1,1,4,3,0,0,0,0.0,0.0,3,1,3,0.0,904,1,2,1587.0,1,1,2,10020,64.5,0,0,0.0,0,3,1.5,0,0,0,2,0,3,0,4,683.0,0,2009,1936.0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
914,0,0,2,4,0,298.0,0.0,2,6,0.0,0.0,2,572.0,4,0,0,4,2,4,3,0,1,6,576.0,2.0,5,3,5,1998.0,914,0,0,2360.0,1,3,0,8846,57.0,0,0,0.0,0,7,1.0,0,4,4,2,0,3,0,5,870.0,0,2006,1996.0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1580,886,0,4,4,3,0.0,0.0,6,6,0.0,0.0,2,1580.0,4,0,373,4,2,4,2,1,3,6,610.0,2.0,5,2,5,2004.0,2466,0,0,4656.0,1,2,0,11143,102.0,0,0,0.0,0,12,3.0,214,4,7,2,0,3,0,8,1580.0,159,2007,2004.5,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
1856,0,0,1,4,0,1445.0,0.0,2,6,1.0,0.0,0,411.0,4,0,113,4,2,4,0,1,1,6,834.0,3.0,5,0,5,2010.0,1856,1,0,4546.0,1,0,0,11394,88.0,3,0,350.0,0,6,2.5,0,1,8,2,0,3,0,8,1856.0,113,2010,2010.0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
1007,793,0,3,4,3,0.0,0.0,6,6,0.0,0.0,2,982.0,4,0,163,4,3,4,5,1,2,6,463.0,2.0,5,0,5,2000.0,1800,1,0,3245.0,1,3,0,8123,60.0,0,0,16.0,0,6,2.5,63,4,5,2,0,3,0,7,982.0,100,2009,2000.0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1026,665,0,3,4,3,218.0,0.0,3,6,0.0,0.0,4,808.0,4,242,242,4,3,4,2,1,2,6,308.0,1.0,5,3,5,1924.0,1691,0,4,3025.0,1,2,0,5000,50.0,3,0,0.0,0,5,2.0,0,5,4,2,0,3,0,6,1026.0,0,2010,1937.0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1301,0,0,2,1,3,0.0,0.0,6,6,1.0,0.0,2,1293.0,4,0,337,4,2,4,2,1,2,6,572.0,2.0,5,2,5,2006.0,1301,0,0,3166.0,1,2,0,7200,60.0,3,0,0.0,0,8,3.0,121,4,6,2,0,3,0,5,1293.0,216,2006,2006.0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
