BsmtCond,BsmtExposure,BsmtFinSF1,BsmtFinType1,BsmtFinType2,BsmtQual,BsmtUnfSF,ExterQual,Fence,FireplaceQu,Fireplaces,GarageArea,GarageCars,GarageCond,GarageFinish,GarageQual,GarageYrBlt,GrLivArea,HeatingQC,HouseSF,KitchenQual,LotArea,LotFrontage,LotShape,MiscVal,Num_Bathrooms,OpenPorchSF,OverallQual,PoolArea,PoolQC,ScreenPorch,TotRmsAbvGrd,TotalBsmtSF,WoodDeckSF,YearRemodAgg,Alley_Grvl,Alley_None,Alley_Pave,Exterior1st_AsbShng,Exterior1st_AsphShn,Exterior1st_BrkComm,Exterior1st_BrkFace,Exterior1st_CBlock,Exterior1st_CemntBd,Exterior1st_HdBoard,Exterior1st_ImStucc,Exterior1st_MetalSd,Exterior1st_Plywood,Exterior1st_Stone,Exterior1st_Stucco,Exterior1st_VinylSd,Exterior1st_Wd Sdng,Exterior1st_WdShing,Foundation_BrkTil,Foundation_CBlock,Foundation_PConc,Foundation_Slab,Foundation_Stone,Foundation_Wood,GarageType_2Types,GarageType_Attchd,GarageType_Basment,GarageType_BuiltIn,GarageType_CarPort,GarageType_Detchd,GarageType_None,HouseStyle_1.5Fin,HouseStyle_1.5Unf,HouseStyle_1Story,HouseStyle_2.5Fin,HouseStyle_2.5Unf,HouseStyle_2Story,HouseStyle_SFoyer,HouseStyle_SLvl,MasVnrType_BrkCmn,MasVnrType_BrkFace,MasVnrType_None,MasVnrType_Stone,MiscFeature_Gar2,MiscFeature_None,MiscFeature_Othr,MiscFeature_Shed,MiscFeature_TenC,Neighborhood_Blmngtn,Neighborhood_Blueste,Neighborhood_BrDale,Neighborhood_BrkSide,Neighborhood_ClearCr,Neighborhood_CollgCr,Neighborhood_Crawfor,Neighborhood_Edwards,Neighborhood_Gilbert,Neighborhood_IDOTRR,Neighborhood_MeadowV,Neighborhood_Mitchel,Neighborhood_NAmes,Neighborhood_NPkVill,Neighborhood_NWAmes,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_OldTown,Neighborhood_SWISU,Neighborhood_Sawyer,Neighborhood_SawyerW,Neighborhood_Somerst,Neighborhood_StoneBr,Neighborhood_Timber,Neighborhood_Veenker
4,0,301.0,1,0,2,239.0,3,2,3,0,484.0,2.0,5,3,5,1983.0,902,4,2250.0,3,8885,68.0,2604,0,2.0,0,4,0,3,0,5,864.0,164,1983.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4,3,0.0,6,6,2,742.0,2,4,2,1,390.0,2.0,5,0,5,2005.0,1484,0,2616.0,2,12589,149.0,2605,0,2.5,24,5,0,3,0,8,742.0,36,2005.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,3,443.0,5,6,4,662.0,3,4,3,0,480.0,2.0,5,3,5,1960.0,2274,4,3859.0,3,11600,80.0,2606,0,2.0,0,4,0,3,0,12,1105.0,0,1960.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,0,196.0,0,6,2,1072.0,3,4,3,0,252.0,1.0,5,3,5,1978.0,1268,4,2788.0,2,9286,68.0,2607,0,1.5,0,4,0,3,0,5,1268.0,173,1983.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,3,489.0,5,6,4,279.0,3,2,3,0,450.0,1.0,5,3,5,1925.0,1015,4,2233.0,3,6120,51.0,2608,620,1.0,0,4,0,3,120,6,768.0,0,1937.5,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,3,284.0,1,6,4,717.0,3,4,3,0,871.0,3.0,5,3,5,1949.0,2002,4,3874.0,3,6270,82.0,2633,0,2.0,0,4,0,3,0,8,1001.0,0,1949.5,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,294.0,2,6,2,318.0,2,4,3,0,528.0,2.0,5,2,5,2009.0,1224,0,2364.0,2,3000,30.0,2725,0,2.5,234,5,0,3,0,4,612.0,0,2009.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4,3,0.0,6,6,4,546.0,3,4,3,0,286.0,1.0,5,3,5,1970.0,1092,1,1924.0,3,2001,21.0,2815,0,1.5,0,3,0,3,0,6,546.0,0,1970.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,50.0,1,6,4,430.0,3,4,3,0,308.0,1.0,5,3,5,1958.0,480,4,1268.0,3,9000,50.0,2726,0,1.0,0,1,0,3,0,4,480.0,0,1949.5,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,3,1059.0,0,6,4,75.0,3,4,3,0,284.0,1.0,5,2,5,1956.0,1229,0,2647.0,3,17140,68.0,2840,0,1.0,0,3,0,3,0,6,1134.0,0,1956.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,2,48.0,1,2,0,422.0,2,0,5,1,833.0,3.0,5,2,5,1991.0,2127,0,4064.0,2,13125,103.0,2841,0,3.5,192,6,0,3,0,8,1104.0,72,1991.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4,3,528.0,0,1,2,245.0,0,4,5,1,601.0,2.0,5,3,5,1990.0,1414,0,3199.0,3,11029,87.0,2842,0,2.0,51,5,0,3,190,6,1184.0,0,1980.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,3,814.0,2,6,2,114.0,2,4,3,0,471.0,2.0,5,2,5,1994.0,1721,0,3120.0,2,8462,70.0,2843,0,3.0,87,5,0,3,0,7,928.0,300,1994.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4,3,1084.0,0,6,4,188.0,3,0,3,0,0.0,0.0,3,1,3,1979.0,2200,2,3472.0,3,8777,67.0,2844,0,5.0,70,4,0,3,0,9,1272.0,0,1951.5,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,3,28.0,2,6,2,1288.0,2,4,2,1,397.0,2.0,5,0,5,2005.0,1316,0,3029.0,2,10237,65.0,2845,0,2.0,0,5,0,3,0,6,1316.0,100,2005.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,3,165.0,3,2,2,598.0,2,4,1,1,533.0,2.0,5,2,5,1993.0,1617,0,3754.0,2,8012,50.0,2846,0,3.0,69,5,0,3,0,5,1604.0,0,1993.5,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4,3,625.0,1,3,2,0.0,3,4,5,1,612.0,2.0,5,3,5,1980.0,1686,4,3984.0,3,10240,79.0,2847,0,3.0,131,5,0,3,0,7,1686.0,384,1980.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4,0,767.0,0,3,2,266.0,3,4,3,0,540.0,2.0,5,2,5,1977.0,1126,4,2792.0,0,15611,68.0,2848,0,2.5,0,4,0,3,0,6,1126.0,180,1977.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4,3,0.0,6,6,2,1181.0,2,4,2,1,656.0,3.0,5,0,5,2003.0,2374,0,4211.0,0,11999,93.0,2849,0,2.5,100,7,0,3,0,10,1181.0,104,2003.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4,3,552.0,1,6,4,280.0,3,0,2,1,486.0,2.0,5,2,5,1968.0,1978,2,3296.0,3,9900,68.0,2850,0,2.5,43,6,0,3,0,9,832.0,0,1968.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4,0,0.0,6,6,2,1753.0,2,4,5,1,522.0,2.0,5,2,5,2001.0,1788,0,4063.0,0,11838,68.0,2851,0,2.0,151,7,0,3,0,7,1753.0,202,2001.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,3,0.0,6,6,2,964.0,3,4,5,1,642.0,2.0,5,0,5,1997.0,2236,2,3842.0,2,13006,68.0,2852,0,2.5,0,6,0,3,0,8,964.0,0,1997.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,16.0,2,6,2,1450.0,2,4,3,0,610.0,3.0,5,0,5,2007.0,1466,0,3542.0,2,8925,73.0,2853,0,2.0,18,7,0,3,0,7,1466.0,100,2007.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4,3,338.0,1,5,4,121.0,3,1,3,0,429.0,1.0,5,3,5,1965.0,925,0,2279.0,3,9100,70.0,2854,0,1.5,0,4,0,3,0,5,925.0,0,1965.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,3,0.0,6,6,0,1905.0,0,4,2,1,788.0,3.0,5,0,5,2006.0,1905,0,4598.0,0,11670,84.0,2855,0,2.0,191,8,0,3,0,8,1905.0,0,2006.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4,0,20.0,2,6,2,1480.0,2,4,3,0,570.0,2.0,5,2,5,2004.0,1500,0,3570.0,2,8487,63.0,2856,0,2.0,36,6,0,3,0,6,1500.0,192,2004.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,1,425.0,2,6,2,160.0,3,4,2,1,505.0,2.0,5,2,5,1960.0,2069,0,3159.0,2,27650,313.0,2857,0,3.0,0,6,0,3,0,9,585.0,0,1983.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4,2,0.0,6,6,1,600.0,3,4,3,0,528.0,2.0,5,3,5,1953.0,747,2,1875.0,3,5825,52.0,2858,0,1.0,0,3,0,3,0,5,600.0,0,1939.5,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,3,833.0,2,6,2,343.0,2,4,3,0,555.0,2.0,5,2,5,2003.0,1200,0,2931.0,2,10083,67.0,2839,0,3.0,41,6,0,3,0,5,1176.0,0,2003.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4,2,341.0,2,6,2,772.0,2,4,2,1,689.0,2.0,5,2,5,2005.0,1971,0,3773.0,2,9675,75.0,2838,0,2.5,48,6,0,3,0,8,1113.0,0,2005.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,2,464.0,2,6,2,927.0,2,4,3,0,868.0,3.0,5,2,5,2006.0,1962,0,4221.0,2,8760,73.0,2837,0,2.5,90,6,0,3,0,7,1391.0,0,2006.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,2,0.0,6,6,4,1032.0,3,4,5,2,349.0,1.0,5,3,5,1940.0,2403,0,3784.0,3,24090,68.0,2826,0,2.0,0,6,0,3,0,10,1032.0,56,1945.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,1,936.0,5,3,4,396.0,3,4,3,0,574.0,2.0,5,3,5,1976.0,1728,4,4030.0,3,12640,55.0,2818,0,2.0,0,5,0,3,0,8,1728.0,40,1976.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4,3,772.0,0,6,2,220.0,2,0,5,1,390.0,2.0,5,2,5,1999.0,2060,0,3442.0,2,8755,68.0,2819,0,3.5,0,6,0,3,0,8,992.0,0,1999.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,1,1440.0,2,6,2,0.0,3,4,3,0,0.0,0.0,3,1,3,1979.0,1440,4,2880.0,3,7711,42.0,2820,0,4.0,0,3,0,3,0,8,1440.0,321,1977.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0.0,6,6,4,1632.0,3,4,3,0,576.0,2.0,5,3,5,1967.0,1632,4,3840.0,3,25000,100.0,2821,0,2.0,0,4,0,3,0,8,1632.0,0,1967.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4,3,111.0,2,5,4,354.0,3,4,2,1,525.0,2.0,5,2,5,1958.0,1344,2,2688.0,2,14375,68.0,2822,0,1.5,118,5,0,3,233,7,819.0,0,1958.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4,3,1088.0,3,6,4,0.0,3,3,3,0,456.0,2.0,5,3,5,1963.0,1869,4,3413.0,3,8820,98.0,2823,0,1.0,0,4,0,3,0,7,1088.0,48,1943.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4,0,748.0,0,1,4,102.0,3,4,5,1,796.0,1.0,5,2,5,1959.0,1144,4,3084.0,3,8163,70.0,2824,0,2.0,0,4,0,3,0,6,1144.0,86,1959.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4,0,1300.0,2,6,2,316.0,2,4,2,1,808.0,3.0,5,0,5,2002.0,1629,0,4053.0,2,14536,85.0,2825,0,3.0,252,7,0,3,0,9,1616.0,0,2002.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4,4,0.0,6,6,2,936.0,2,4,5,1,474.0,2.0,5,2,5,2002.0,1776,0,3186.0,2,14006,65.0,2827,0,2.5,96,6,0,3,0,7,936.0,144,2002.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,3,982.0,0,6,4,179.0,3,4,5,1,676.0,2.0,5,2,5,1972.0,1381,4,3218.0,2,9360,78.0,2836,0,2.5,0,5,0,3,0,5,1161.0,0,1989.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4,3,398.0,0,1,4,317.0,3,4,3,0,720.0,2.0,5,2,5,1980.0,864,2,2448.0,2,7200,60.0,2828,0,2.0,0,4,0,3,0,5,864.0,194,1976.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4,3,641.0,1,6,4,187.0,3,2,3,0,300.0,1.0,5,3,5,1979.0,965,2,2093.0,3,7800,60.0,2829,0,2.0,0,4,0,3,0,6,828.0,421,1965.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4,0,660.0,2,6,2,108.0,3,2,3,0,396.0,1.0,5,0,5,1974.0,768,2,1932.0,3,7200,60.0,2830,0,1.5,0,4,0,3,0,5,768.0,192,1987.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,562.0,0,3,4,29.0,3,2,4,1,530.0,2.0,5,2,5,1969.0,1968,0,3282.0,3,11075,68.0,2831,400,3.0,189,4,0,3,0,7,784.0,305,1969.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,945.0,2,6,2,0.0,3,4,3,0,0.0,0.0,3,1,3,1979.0,980,4,1925.0,3,9400,35.0,2832,0,3.0,0,5,0,3,0,4,945.0,0,1975.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,3,484.0,5,6,2,495.0,3,4,3,0,492.0,2.0,5,3,5,1946.0,1958,4,3429.0,3,7136,82.0,2833,0,2.0,0,5,0,3,0,8,979.0,0,1948.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,3,285.0,0,6,2,276.0,3,0,5,1,462.0,2.0,5,0,5,1980.0,1229,4,2252.0,3,1300,24.0,2834,0,1.5,0,5,0,3,0,5,561.0,150,1980.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,3,417.0,5,6,4,640.0,3,4,3,0,576.0,2.0,5,0,5,1977.0,1057,4,2690.0,3,7420,70.0,2835,0,1.0,0,4,0,3,0,6,1057.0,0,1962.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4,2,699.0,2,6,2,638.0,2,4,3,0,531.0,2.0,5,2,5,2003.0,1337,0,3205.0,2,8450,65.0,2859,0,3.0,39,6,0,3,0,6,1337.0,0,2003.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,3,604.0,0,6,2,92.0,2,4,3,0,484.0,2.0,5,3,5,1999.0,1416,0,2596.0,2,2572,24.0,2860,0,3.5,44,6,0,3,0,6,696.0,0,1999.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4,1,696.0,1,6,4,162.0,3,4,3,0,0.0,0.0,3,1,3,1979.0,858,2,1716.0,3,7207,50.0,2861,0,2.0,0,4,0,3,0,4,858.0,117,1983.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
